0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
16,14201,14201,14082,14082,14536,14536,14795,14795,14290,14290,13960,13960,13372,13372
15,14207,14207,14459,14459,15254,15254,15805,15805,15118,15118,15050,15050,14742,14742
14,14330,14330,14957,14957,15606,15606,16357,16357,15586,15586,15583,15583,15194,15194
13,14229,14229,14887,14887,15994,15994,16488,16488,16181,16181,16023,16023,15195,15195
12,14549,14549,15113,15113,16382,16382,17189,17189,16491,16491,16521,16521,15798,15798
11,15000,15000,15479,15479,16997,16997,17580,17580,17167,17167,17056,17056,16879,16879
10,14159,14159,15587,15587,17247,17247,18359,18359,18121,18121,17789,17789,17874,17874
9,14628,14628,16095,16095,17579,17579,18971,18971,19024,19024,18449,18449,18695,18695
8,14296,14296,15843,15843,17404,17404,18944,18944,18809,18809,18279,18279,18655,18655
7,14382,14382,16010,16010,17688,17688,19069,19069,19273,19273,18310,18310,18871,18871
6,14250,14250,15632,15632,16318,16318,18956,18956,18775,18775,17987,17987,17495,17495
5,14018,14018,14274,14274,15824,15824,20154,20154,19788,19788,17742,17742,17008,17008
4,12292,12292,14780,14780,14273,14273,17002,17002,18196,18196,17767,17767,17580,17580
3,15328,15328,16225,16225,16963,16963,19184,19184,20737,20737,18002,18002,15873,15873
2,15586,15586,16529,16529,17293,17293,20408,20408,22311,22311,20509,20509,17467,17467
1,15889,15889,16637,16637,16897,16897,19312,19312,21048,21048,18397,18397,17270,17270
0,16043,16043,17164,17164,17114,17114,19142,19142,20558,20558,18603,18603,16725,16725
