0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
16,7674,10427,11202,10579,10721,12694,14831,14065,15301,13951,14434,14257,14567,13165
15,8332,11322,12163,11486,11641,13783,16103,15271,16613,15148,15673,15479,15817,14294
14,8499,11548,12407,11716,11874,14059,16425,15577,16946,15451,15986,15789,16133,14580
13,8669,11779,12655,11950,12111,14340,16754,15888,17285,15760,16306,16105,16456,14872
12,8842,12015,12908,12189,12353,14627,17089,16206,17630,16075,16632,16427,16785,15169
11,9019,12255,13166,12433,12600,14919,17431,16530,17983,16397,16964,16755,17121,15473
10,9199,12500,13429,12682,12852,15218,17779,16861,18343,16724,17304,17091,17463,15782
9,9383,12750,13698,12936,13110,15522,18135,17198,18709,17059,17650,17432,17812,16098
8,9571,13005,13972,13194,13372,15833,18498,17542,19084,17400,18003,17781,18168,16420
7,9762,13265,14251,13458,13639,16149,18868,17893,19465,17748,18363,18137,18532,16748
6,9958,13531,14536,13727,13912,16472,19245,18250,19855,18103,18730,18499,18902,17083
5,10157,13801,14827,14002,14190,16802,19630,18615,20252,18465,19105,18869,19281,17425
4,10360,14077,15124,14282,14474,17138,20022,18988,20657,18834,19487,19247,19666,17773
3,10567,14359,15426,14568,14763,17481,20423,19367,21070,19211,19877,19632,20059,18129
2,10778,14646,15735,14859,15059,17830,20831,19755,21491,19595,20274,20024,20461,18491
1,10994,14939,16049,15156,15360,18187,21248,20150,21921,19987,20680,20425,20870,18861
0,11214,15238,16370,15459,15667,18550,21673,20553,22360,20387,21093,20833,21287,19238
