0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
16,10988,10988,10900,10900,12136,12136,13283,13283,12827,12827,12856,12856,12402,12402
15,11076,11076,10987,10987,12233,12233,13388,13388,12930,12930,12957,12957,12501,12501
14,11164,11164,11075,11075,12331,12331,13495,13495,13033,13033,13061,13061,12601,12601
13,11253,11253,11163,11163,12429,12429,13603,13603,13136,13136,13165,13165,12700,12700
12,11343,11343,11252,11252,12528,12528,13711,13711,13241,13241,13270,13270,12802,12802
11,11539,11539,11660,11660,13462,13462,15051,15051,14223,14223,14350,14350,14406,14406
10,11592,11592,12463,12463,14521,14521,16400,16400,16130,16130,16486,16486,15841,15841
9,11504,11504,12898,12898,15099,15099,16704,16704,16617,16617,16702,16702,16039,16039
8,11932,11932,13546,13546,15207,15207,17059,17059,17335,17335,16511,16511,16559,16559
7,11730,11730,13094,13094,15199,15199,16936,16936,17482,17482,17087,17087,17184,17184
6,14355,14355,15475,15475,17679,17679,19315,19315,18987,18987,18646,18646,17730,17730
5,13214,13214,14173,14173,16198,16198,17875,17875,18211,18211,17834,17834,16803,16803
4,13048,13048,13973,13973,15929,15929,17632,17632,17805,17805,17619,17619,16445,16445
3,13409,13409,14244,14244,16102,16102,17515,17515,17658,17658,17552,17552,16471,16471
2,13605,13605,14333,14333,16147,16147,17524,17524,17725,17725,18020,18020,16091,16091
1,13574,13574,14122,14122,16167,16167,17843,17843,18113,18113,17761,17761,16851,16851
0,13574,13574,14122,14122,16167,16167,17843,17843,18113,18113,17761,17761,16851,16851
