0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
16,10303,10303,10691,10691,12149,12149,13787,13787,13204,13204,13280,13280,12956,12956
15,10385,10385,10776,10776,12246,12246,13897,13897,13310,13310,13386,13386,13059,13059
14,10468,10468,10862,10862,12343,12343,14008,14008,13416,13416,13492,13492,13163,13163
13,10552,10552,10949,10949,12441,12441,14119,14119,13522,13522,13599,13599,13268,13268
12,10636,10636,11036,11036,12540,12540,14232,14232,13629,13629,13708,13708,13374,13374
11,10720,10720,11124,11124,12640,12640,14345,14345,13738,13738,13817,13817,13479,13479
10,10806,10806,11213,11213,12740,12740,14460,14460,13848,13848,13927,13927,13587,13587
9,10892,10892,11302,11302,12842,12842,14574,14574,13958,13958,14038,14038,13695,13695
8,11050,11050,11888,11888,13990,13990,16146,16146,15601,15601,15613,15613,15276,15276
7,11432,11432,12120,12120,14171,14171,16141,16141,16079,16079,15703,15703,15540,15540
6,11285,11285,12575,12575,14486,14486,16255,16255,16358,16358,16073,16073,15972,15972
5,12653,12653,13788,13788,15213,15213,17044,17044,17855,17855,17251,17251,16587,16587
4,12671,12671,13698,13698,15478,15478,17012,17012,18142,18142,17567,17567,17164,17164
3,12767,12767,13886,13886,15633,15633,17159,17159,17867,17867,17382,17382,16690,16690
2,12946,12946,13963,13963,15592,15592,17135,17135,17887,17887,17619,17619,16847,16847
1,13071,13071,13982,13982,15641,15641,17132,17132,17940,17940,17639,17639,16932,16932
0,13431,13431,14460,14460,15857,15857,17236,17236,17940,17940,17588,17588,17138,17138
