year,<1300cc,1300cc - 1900cc,>1900cc
2018.0,4.9,4.789999999999999,7.493333333333333
2017.0,4.763999999999999,4.713333333333333,7.446666666666666
2016.0,4.946,4.7716666666666665,7.300000000000001
2015.0,4.942,4.753333333333333,7.363333333333333
2014.0,4.92,4.831666666666667,7.25
2013.0,4.89,5.078333333333334,7.44
2012.0,4.838,5.113333333333334,7.830000000000001
2011.0,4.986,5.3066666666666675,8.12
2010.0,5.1979999999999995,5.691666666666666,8.660000000000002
2009.0,5.44,5.878333333333333,8.653333333333334
2008.0,5.58,6.098333333333334,8.969999999999999
2007.0,5.612,5.983333333333333,9.123333333333333
2006.0,5.628,6.099999999999999,9.176666666666668
2005.0,5.636000000000001,6.166666666666667,9.576666666666666
2004.0,5.754,6.303333333333334,9.606666666666667
2003.0,5.854000000000001,6.203333333333333,9.590000000000002
2002.0,5.902,6.1066666666666665,9.833333333333334
2001.0,6.0600000000000005,6.09,9.926666666666666
2000.0,6.21,6.2299999999999995,10.026666666666666
1999.0,6.282,6.246666666666667,10.143333333333333
1998.0,6.354,6.276666666666666,10.256666666666666
1997.0,6.434,6.296666666666667,10.376666666666667
1996.0,6.523999999999999,6.31,10.463333333333333
1995.0,6.608,6.31,10.563333333333334
1994.0,6.694,6.32,10.666666666666666
1993.0,6.779999999999999,6.346666666666667,10.763333333333334
1992.0,6.861999999999999,6.375,10.853333333333333
1991.0,6.936,6.391666666666667,10.946666666666667
1990.0,7.008,6.405,11.033333333333333
