0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
16,8729,8729,8302,8302,6532,6532,11714,11714,21962,21962,17515,17515,14588,14588
15,8729,8729,8302,8302,6532,6532,11714,11714,21962,21962,17515,17515,14588,14588
14,8729,8729,8302,8302,6532,6532,11714,11714,21962,21962,17515,17515,14588,14588
13,14914,14914,8302,8302,6532,6532,15549,15549,21962,21962,13568,13568,14588,14588
12,22227,22227,8302,8302,6532,6532,18862,18862,21962,21962,8943,8943,14588,14588
11,22227,22227,8302,8302,6532,6532,16564,16564,21962,21962,8943,8943,14588,14588
10,22227,22227,8302,8302,6532,6532,17330,17330,21962,21962,14958,14958,14914,14914
9,22227,22227,8302,8302,6532,6532,15627,15627,9405,9405,15198,15198,13393,13393
8,15038,15038,8302,8302,14850,14850,15530,15530,14610,14610,13531,13531,16640,16640
7,14914,14914,8302,8302,15240,15240,16429,16429,15819,15819,16732,16732,17697,17697
6,14914,14914,8302,8302,14971,14971,15892,15892,15738,15738,15852,15852,17175,17175
5,8234,8234,12280,12280,14341,14341,15974,15974,15031,15031,17178,17178,17753,17753
4,8627,8627,12795,12795,14498,14498,16990,16990,14133,14133,15520,15520,19102,19102
3,15222,15222,11596,11596,15641,15641,16911,16911,14877,14877,14914,14914,15492,15492
2,14891,14891,14749,14749,15074,15074,15527,15527,15008,15008,14903,14903,15104,15104
1,14876,14876,14912,14912,14913,14913,14909,14909,14942,14942,14928,14928,14909,14909
0,15094,15094,14914,14914,15099,15099,15075,15075,15085,15085,15117,15117,15088,15088
