0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
16,7323,7323,13832,13832,15372,15372,15188,15188,15682,15682,12743,12743,15349,15349
15,15349,15349,13832,13832,15372,15372,15188,15188,15682,15682,12743,12743,15349,15349
14,23965,23965,13832,13832,15372,15372,15188,15188,29865,29865,12743,12743,15349,15349
13,14976,14976,13832,13832,15372,15372,20974,20974,29865,29865,17951,17951,15349,15349
12,14976,14976,13832,13832,15372,15372,10871,10871,29865,29865,17951,17951,15349,15349
11,14976,14976,13832,13832,15372,15372,15804,15804,29865,29865,17951,17951,15349,15349
10,14976,14976,13832,13832,15372,15372,15298,15298,14079,14079,15349,15349,17046,17046
9,15349,15349,13832,13832,14473,14473,16061,16061,13587,13587,13108,13108,17403,17403
8,15317,15317,13832,13832,15375,15375,16326,16326,16516,16516,16716,16716,17750,17750
7,15349,15349,12393,12393,15372,15372,16443,16443,15958,15958,15820,15820,18345,18345
6,15349,15349,13684,13684,15167,15167,17892,17892,15591,15591,14878,14878,19390,19390
5,8318,8318,12495,12495,14906,14906,19254,19254,15665,15665,21104,21104,20064,20064
4,11569,11569,12039,12039,14229,14229,19612,19612,13639,13639,13411,13411,18233,18233
3,15214,15214,14931,14931,15700,15700,16881,16881,15784,15784,15349,15349,16916,16916
2,15520,15520,15349,15349,16871,16871,17257,17257,16005,16005,15349,15349,15485,15485
1,15591,15591,15349,15349,15350,15350,15738,15738,15399,15399,15349,15349,15415,15415
0,15575,15575,15349,15349,15542,15542,15545,15545,15541,15541,15518,15518,15563,15563
