0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
16,716,9613,60,22703,6808,24418,585,8719,19,2217,1012,2040,630,523
15,312,4940,2,4416,6762,16505,1069,6209,15,1872,859,1722,355,298
14,136,4357,2,4134,5154,14739,3102,7731,53,3197,1052,2487,675,412
13,73,3447,59,7061,5249,18996,3272,10825,80,5574,351,3134,891,566
12,49,4242,783,7973,6063,21866,3368,13064,30,10090,78,2541,940,772
11,72,4418,951,8660,6305,26929,4037,19433,45,14920,38,2496,1556,985
10,90,5230,820,7793,6750,34100,5748,24969,184,14962,74,2546,1468,1195
9,56,6418,905,7495,8844,36500,5032,27177,250,11983,101,2938,1424,1494
8,74,4779,660,6652,10002,40203,4650,29657,62,10794,83,2532,1187,1598
7,52,3269,427,4291,6527,26571,3059,19386,41,6760,55,1800,795,1080
6,35,1996,253,2549,3929,15954,1843,11551,24,3882,34,1150,481,666
5,29,1731,207,2087,3260,13167,1527,9543,20,3027,30,1093,404,574
4,60,3240,402,4102,6360,25704,2948,18452,39,5763,56,2262,785,1141
3,50,2958,327,3366,5180,20811,2368,14980,31,4059,44,2092,632,910
2,69,4149,461,4897,7394,29635,3276,21123,46,6162,63,3508,863,1303
1,72,4663,527,5719,8420,33745,3599,23818,49,6697,67,4263,921,1481
0,54,3735,420,4621,6693,27042,2822,19126,39,5457,52,3968,733,1205
