0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
16,298,5449,304,1766,3471,2095,833,4014,14,1287,104,2501,741,699
15,94,2555,93,670,1213,2492,770,1864,3,577,120,1282,273,199
14,144,2212,104,1192,1537,5329,911,2531,3,728,172,1595,375,171
13,153,2764,130,2694,2221,8932,1209,3741,1,1286,276,2515,532,304
12,243,3396,1027,4279,3541,12420,2242,4813,4,1734,337,3531,698,505
11,499,5133,2579,7102,6113,22705,1920,7416,4,2851,748,3727,957,575
10,939,11559,319,8709,11843,30798,2050,11980,13,3727,1101,4756,1509,675
9,550,12973,145,3697,14731,34144,1936,18079,158,5264,1655,6756,2207,926
8,1441,20373,64,7863,17852,45037,1032,19655,42,5636,2598,7583,1362,1138
7,1894,30118,2,12884,24785,60235,3151,24480,61,7659,4208,10059,1608,1640
6,622,17682,3,8766,12762,37845,6814,20202,154,8459,3553,10221,2123,1629
5,263,10485,85,11934,9814,37378,5705,20815,169,8951,855,10527,2068,1644
4,137,9068,979,11955,9184,34829,4868,19753,48,12498,147,6887,1677,1697
3,157,8221,1080,11889,8198,36193,5042,24649,61,13196,58,6112,2245,1662
2,158,7893,875,10005,7999,41149,6414,28458,219,12768,95,6410,1780,1727
1,78,8723,939,8784,9864,40839,5153,28938,265,9323,108,6984,1489,1937
0,86,5908,664,7309,10586,42773,4463,30252,62,8632,83,6276,1159,1906
