0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
16,4,6,0,2,0,190,112,146,186,219,4573,2621,653,256
15,0,0,0,0,7,560,94,3,105,99,3035,1312,410,212
14,0,0,0,0,107,536,321,184,135,182,4437,2242,905,451
13,0,1,0,1,395,1439,721,1132,175,93,5777,4964,1503,920
12,5,0,0,0,765,1725,1011,1928,121,475,8954,6656,2835,1555
11,5,0,0,1,1122,2695,1701,3434,134,1958,11010,8772,4888,2075
10,10,0,0,0,1614,3228,5225,6187,395,3884,11600,13702,4782,2284
9,5,0,2,1,925,3136,5209,5005,391,3129,7173,16353,2757,490
8,5,0,2,72,1024,4364,10314,19276,1082,2172,4514,19754,3914,784
7,10,0,1,811,1723,6002,9704,24350,3173,1795,3477,23746,4144,863
6,11,2,0,682,1187,6018,6917,25092,4651,1630,2911,23543,4625,908
5,12,0,2,496,1377,5835,8505,27489,5956,1557,2271,24488,4754,941
4,20,1,1,422,1673,6924,11820,33134,8782,1352,1547,29075,6344,1430
3,19,2,0,372,1144,6984,16582,39137,9548,719,1035,31665,6873,1697
2,13,14,1,313,1124,7220,25616,44443,13594,577,1186,43488,7765,2273
1,19,3,0,432,1070,5306,24578,43954,12150,389,790,45477,8824,2520
0,21,2,0,403,771,2938,21442,37780,11174,182,396,43361,9104,2903
