year,<1300cc,1300cc - 1900cc,>1900cc
2011,2168,37580,20995
2010,846,37479,20764
2009,647,21418,18181
2008,1817,39985,29829
2007,1464,27735,26992
2006,1220,24920,27052
2005,688,23710,25175
2004,262,20959,18350
2003,39,19196,13825
2002,5,17250,12924
2001,6,10789,9387
2000,5,8880,6836
1999,2,5731,4054
1998,7,3577,3724
1997,1,2445,2134
1996,0,1556,1376
1995,41,2656,2513
