year,<1300cc,1300cc - 1900cc,>1900cc
2010,795,34468,18326
2009,611,19407,16336
2008,1588,34257,26008
2007,1255,26457,26477
2006,1039,23625,26535
2005,563,22722,24705
2004,231,19973,18128
2003,36,18430,13800
2002,5,16853,13054
2001,6,10912,10064
2000,5,9429,7659
1999,4,6530,4998
1998,8,4108,4452
1997,1,2893,2621
1996,0,2163,1880
1995,0,1303,1252
1994,52,2285,2176
