year,<1300cc,1300cc - 1900cc,>1900cc
2004,194,13532,13238
2003,27,12542,11088
2002,10,11867,12469
2001,8,9087,10706
2000,7,10884,10152
1999,12,9057,7811
1998,17,7239,9163
1997,14,6968,6970
1996,4,7296,6543
1995,9,6421,5799
1994,59,5967,5109
1993,105,3884,3435
1992,99,2999,2190
1991,58,2152,1326
1990,36,1403,840
1989,58,719,547
1988,35,830,639
