year,<1300cc,1300cc - 1900cc,>1900cc
2009,560,16765,13372
2008,1521,31474,23562
2007,1219,25620,25866
2006,934,22612,25856
2005,483,22027,24441
2004,213,19649,18111
2003,38,18128,13993
2002,7,16885,13647
2001,7,11112,10859
2000,8,10277,8686
1999,6,7409,5883
1998,8,5062,5834
1997,2,3882,3700
1996,1,2680,2505
1995,0,1686,1743
1994,6,1124,1187
1993,61,1965,1802
