year,<1300cc,1300cc - 1900cc,>1900cc
2016,461,64304,30401
2015,875,58495,27339
2014,1366,47344,25234
2013,1433,41336,24863
2012,1838,48757,31927
2011,2698,54554,36038
2010,1322,55079,32958
2009,1397,33394,27942
2008,3037,52001,36102
2007,1914,28200,24039
2006,1475,24163,22169
2005,765,21577,19093
2004,265,17374,11530
2003,35,14213,6815
2002,6,10320,4891
2001,2,4832,2500
2000,21,6222,4312
