0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
16,0,0,0,1,1,99,35,3,633,146,1385,2236,384,595
15,1,1,0,0,2,225,47,2,38,98,1047,1387,318,402
14,1,0,0,1,17,216,208,214,59,142,1799,2341,679,863
13,1,0,0,1,46,496,418,1218,115,53,2528,4673,1190,1656
12,4,1,0,0,111,629,509,1843,66,369,4572,6586,2343,2666
11,5,0,0,2,183,1093,1036,2658,90,1893,6060,7879,4184,3596
10,5,0,0,2,230,1141,959,2529,92,1836,6244,7148,4078,3302
9,5,0,0,1,203,797,708,1945,71,1452,4903,5099,3110,2414
8,5,0,0,1,209,805,810,1939,71,1451,5004,4868,3112,2308
7,7,0,0,2,430,1826,1571,3622,131,2688,9454,8827,5855,4242
6,7,0,0,2,421,1857,1456,3267,123,2444,8380,7812,5286,3859
5,8,0,0,2,646,2922,1934,4675,173,3300,11869,11146,7595,5487
4,9,0,0,3,875,3161,2304,5324,192,3483,12971,12672,8704,6229
3,10,0,0,3,911,3076,2166,4962,178,3092,12089,11980,8045,5850
2,10,0,0,3,857,2984,2103,4550,165,2710,11660,11430,7415,5492
1,13,0,0,4,1167,3397,2411,5449,199,3201,13745,13796,8609,6427
0,11,0,0,3,1148,2783,2070,4789,164,2717,12011,11853,7113,5453
