0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
16,2,0,0,4,0,7,7,65,1378,258,926,2207,525,250
15,1,1,0,1,0,1,3,11,70,172,777,1391,207,123
14,1,1,1,1,1,4,19,16,69,325,1710,2765,361,322
13,1,1,0,1,0,6,56,10,120,222,2771,4175,588,529
12,0,0,0,2,1,571,104,4,153,398,5946,6424,1021,896
11,2,1,0,0,8,1237,282,9,229,523,8382,6515,1812,1487
10,2,0,0,1,81,1277,1050,821,273,600,10254,8143,3171,2624
9,3,0,0,2,258,2267,1575,3725,433,174,11033,12586,4447,4015
8,10,1,0,0,583,2320,1712,4529,199,930,14831,14315,7077,5593
7,10,0,0,2,889,3964,2562,5402,225,3896,15380,14528,10386,6620
6,8,0,0,1,750,2886,1867,4020,172,2898,11310,10782,7924,5073
5,6,0,0,1,484,1893,1215,2717,117,1874,7503,7266,5410,3455
4,5,0,0,1,527,1587,1097,2476,105,1700,6697,6608,4903,3193
3,12,0,0,2,1163,3130,2289,5224,211,3318,13855,13679,9712,6697
2,11,0,0,2,1047,2706,1986,4476,172,2682,11769,11750,7798,5676
1,18,0,0,3,1738,4205,3071,7087,257,4109,17941,18175,11490,8484
0,21,0,0,4,2151,5214,3879,8969,306,5087,22501,22203,13318,10214
