0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
16,2,2,0,1,1,2,5,84,2274,232,869,1519,471,281
15,1,0,0,4,0,9,4,23,60,158,634,1613,314,129
14,1,1,0,1,0,1,4,15,127,263,1370,2061,316,186
13,1,1,1,1,1,5,29,23,100,471,2681,3750,534,468
12,1,1,0,2,0,8,69,14,176,307,4179,5388,823,716
11,0,0,0,2,1,619,122,5,194,530,8153,7698,1342,1152
10,2,1,0,0,13,1618,328,10,286,645,10509,7273,2214,1762
9,2,0,0,1,116,1341,1120,890,310,685,11857,8641,3613,2900
8,3,0,0,2,290,2414,1832,3918,478,192,12201,13350,4925,4356
7,11,1,0,0,656,2661,1733,4542,213,971,15515,14489,7462,5859
6,11,0,0,2,1010,3887,2517,5414,233,3902,15233,14520,10673,6830
5,9,0,0,1,715,2792,1795,4010,171,2767,11073,10725,7983,5100
4,6,0,0,1,565,1703,1174,2655,113,1821,7179,7082,5255,3424
3,5,0,0,1,530,1427,1044,2383,96,1514,6321,6242,4432,3055
2,12,0,0,2,1145,2958,2170,4892,188,2931,12861,12839,8523,6203
1,11,0,0,2,1082,2617,1912,4411,161,2558,11167,11313,7150,5281
0,17,0,0,3,1689,4094,3046,7043,240,3994,17670,17435,10459,8020
