year,<1300cc,1300cc - 1900cc,>1900cc
2018,13725.0,13678.736263736264,13690.989795918367
2017,13494.0,13607.85,13533.183800623054
2016,13564.0,14061.533333333333,13876.342342342343
2015,13726.055555555555,13890.52,14361.466666666667
2014,0.0,0.0,0.0
2013,0.0,0.0,0.0
2012,0.0,0.0,0.0
2011,0.0,0.0,0.0
2010,0.0,0.0,0.0
2009,0.0,0.0,0.0
2008,0.0,0.0,0.0
2007,0.0,0.0,0.0
2006,0.0,0.0,0.0
2005,0.0,0.0,0.0
2004,0.0,0.0,0.0
2003,0.0,0.0,0.0
2002,0.0,0.0,0.0
