0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
16,0,0,0,1,1,222,69,3,919,212,2085,3389,540,584
15,1,1,0,0,4,569,94,2,46,128,1467,2096,437,390
14,1,0,0,1,31,530,420,286,81,183,2523,3478,955,875
13,1,0,0,1,86,1229,881,1759,164,67,3681,6871,1737,1763
12,4,1,0,0,206,1463,1015,2733,101,451,6747,9509,3494,3063
11,5,0,0,2,314,2363,1752,4020,134,2407,9171,11424,6391,4447
10,4,0,0,1,365,2295,1514,3508,124,2203,8537,9469,5796,3915
9,4,0,0,1,353,1634,1093,2576,96,1702,6689,6808,4476,2932
8,4,0,0,1,370,1621,1186,2528,99,1753,6900,6738,4625,2966
7,10,0,0,2,914,4079,2634,5557,233,4008,15822,14947,10684,6810
6,10,0,0,2,949,3659,2368,5095,221,3674,14339,13670,10045,6428
5,17,0,0,3,1455,5689,3658,8165,350,5633,22555,21846,16263,10385
4,22,0,0,4,2167,6516,4501,10160,429,6974,27483,27114,20113,13107
3,20,0,0,4,1986,5347,3911,8925,359,5668,23672,23374,16593,11443
2,20,0,0,3,1938,5007,3673,8280,316,4962,21770,21734,14426,10501
1,28,0,0,5,2729,6598,4820,11121,404,6449,28151,28519,18028,13314
0,21,0,0,4,2098,5085,3784,8749,299,4961,21948,21657,12991,9962
