0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
16,130,2772,244,919,1750,302,252,774,24,305,52,648,262,290
15,128,2529,130,411,1695,345,224,783,11,202,44,396,135,80
14,157,3476,249,628,2674,439,362,1177,10,444,29,690,162,114
13,265,6003,296,1626,4680,991,556,2346,14,905,38,1187,220,186
12,416,8109,474,4470,6576,3528,961,4395,37,1283,84,2358,345,251
11,507,10915,557,7714,7967,6714,1620,6965,39,2042,174,3409,405,318
10,500,10119,731,6436,7123,8587,2502,7489,28,2161,255,3394,508,330
9,489,9783,529,5899,5745,12752,3641,7939,24,2000,744,4278,705,370
8,576,5930,432,6880,4825,16616,3174,8745,21,1911,909,4516,602,354
7,497,5573,484,9635,5338,21261,2964,10145,10,2999,882,5428,818,424
6,629,5111,1591,10603,6278,22585,3796,9515,10,3137,822,5831,998,540
5,1289,6335,3234,12959,9209,32786,2533,11601,7,4053,1006,4702,1210,613
4,1819,13189,74,12071,15295,37578,2245,15649,8,4309,1279,5370,1860,649
3,856,14092,6,4204,17741,38173,1954,20548,178,5374,1656,6977,2393,835
2,2012,21192,73,8607,20767,49066,976,21103,37,5789,2222,7589,1302,1058
1,2236,30757,4,14201,27240,64332,3134,25489,33,7536,3323,9762,1461,1509
0,783,16965,0,8571,13277,37756,6813,19983,35,8092,2807,9402,1790,1455
