0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
16,1123,8161,43,12187,5007,18889,396,7224,16,2089,1014,2181,643,741
15,465,4371,1,3481,4664,13748,798,5483,13,1235,874,1686,374,404
14,197,3834,2,3450,3710,12574,2451,6854,48,2087,1061,2426,691,526
13,103,3101,51,6459,4021,16771,2747,9849,71,3839,352,3255,909,690
12,67,3731,710,8295,5049,20096,3005,12350,27,8709,80,2835,960,917
11,93,4141,897,9613,5602,25256,3749,18858,42,15058,39,3052,1587,1140
10,112,5004,802,9228,6379,32947,5499,24894,177,19555,76,3525,1499,1358
9,65,6324,903,7896,8647,35897,4845,27394,244,17380,101,4234,1434,1688
8,84,4485,672,6976,10112,40181,4522,30420,61,16416,83,3835,1199,1777
7,68,3710,521,5213,7949,31750,3550,23602,48,12210,67,3156,949,1409
6,44,2465,331,3361,5148,20586,2295,15038,31,7639,44,2090,610,923
5,40,2256,287,2855,4519,18038,2011,13098,27,6291,37,1966,537,822
4,70,3824,491,4753,7773,31054,3435,22326,47,10052,65,3468,916,1415
3,59,3427,411,3988,6525,26037,2860,18716,39,6584,54,3094,759,1160
2,77,4491,542,5298,8655,34500,3727,24647,51,7644,71,4432,978,1531
1,77,4712,575,6374,9204,36525,3881,26033,53,7393,72,4896,996,1615
0,65,4487,504,5551,8039,32484,3389,22975,47,6556,63,4766,880,1447
