0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
16,901,5819,234,15368,3880,14987,890,4955,5,1545,508,1715,827,514
15,155,2266,51,1007,3027,8542,528,4298,37,833,378,1334,561,253
14,501,5009,31,3078,5450,15818,389,6802,14,1336,821,2024,466,394
13,797,9793,2,6906,10441,27771,1556,11625,26,3062,1789,3507,725,724
12,320,7602,3,5790,7134,22182,4239,12628,87,5223,1944,4700,1227,909
11,161,5610,71,9428,6769,26323,4219,15911,117,7474,576,5779,1448,1114
10,96,6092,892,11091,7362,27956,4085,17212,39,13133,117,4367,1363,1305
9,123,5848,1037,12186,7234,31841,4588,23156,54,19710,51,4185,2020,1440
8,138,6287,867,10507,7453,38223,6208,28014,206,21869,90,4424,1737,1596
7,75,7614,941,7963,9442,39347,5224,29080,267,17065,111,4989,1570,1873
6,92,5086,684,6938,10620,42477,4737,31030,64,15764,88,4314,1261,1905
5,72,4079,521,5162,8173,32625,3639,23687,49,11378,69,3558,972,1485
4,47,2575,331,3200,5234,20912,2313,15034,31,6768,44,2335,616,953
3,41,2396,287,2788,4562,18205,2000,13087,27,4603,37,2162,531,811
2,69,4052,489,4780,7811,31131,3362,22240,47,6897,64,3999,884,1382
1,55,3362,410,4547,6567,26060,2769,18573,38,5275,51,3494,710,1153
0,69,4712,530,5830,8443,34115,3560,24129,49,6885,66,5006,924,1520
