0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
16,466,5761,100,5889,4373,15137,778,6926,65,1962,686,2119,1100,640
15,374,3210,22,2084,3466,10659,269,4483,9,887,559,1373,328,293
14,622,6820,2,5141,7334,20402,1153,8320,19,1860,1285,2486,531,544
13,252,5505,2,4634,5281,17116,3307,9577,66,3436,1478,3422,944,699
12,131,4283,62,8070,5432,21735,3521,12987,94,5836,463,4471,1182,897
11,82,4887,813,9691,6292,24338,3601,15130,34,11154,100,3664,1176,1139
10,109,5162,984,11002,6554,29010,4253,21452,49,17729,46,3638,1839,1306
9,127,5669,845,10221,7041,36162,5932,26872,195,21740,85,4055,1647,1498
8,71,7013,927,8117,9153,37943,5071,28558,258,17483,107,4619,1513,1799
7,89,4870,682,6843,10431,41668,4658,30976,63,16023,86,4142,1245,1850
6,70,3875,522,5285,8093,32367,3610,23644,49,12013,68,3287,961,1451
5,45,2594,331,3283,5199,20750,2313,15066,31,7235,44,2263,617,945
4,41,2239,287,2782,4550,18179,2011,13070,27,5885,37,2029,536,829
3,70,4092,491,4764,7794,31098,3416,22355,47,7863,65,3695,908,1385
2,58,3393,409,4002,6539,26064,2815,18620,39,5775,53,3349,739,1158
1,73,4450,543,6020,8692,34494,3666,24585,50,6982,68,4624,940,1525
0,73,4990,561,6173,8940,36124,3769,25550,52,7290,70,5300,979,1610
