0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
16,442,6246,2,13660,3408,15015,2500,7278,58,3265,1310,2613,955,989
15,60,1384,29,3255,1797,8303,1410,4645,35,1548,172,1565,468,385
14,41,1882,459,4942,2626,11391,1737,6703,14,3480,44,1463,540,530
13,60,2290,644,6586,3327,16091,2441,11673,26,7734,24,1719,997,706
12,78,3065,638,6902,4375,23684,4045,17861,123,12968,52,2288,1057,955
11,49,4478,781,6229,6696,28473,3960,22309,191,13277,77,3088,1126,1336
10,68,3569,621,6127,8655,34635,4006,27032,53,14679,70,3056,1035,1511
9,59,3081,500,5169,7280,28966,3293,22234,44,12435,61,2678,867,1270
8,40,2174,325,3379,4901,19473,2191,14743,29,7954,42,1858,580,861
7,38,2052,286,2883,4395,17554,1962,13051,26,6751,36,1743,524,780
6,66,3660,493,4993,7645,30571,3409,22332,47,11345,64,3105,907,1371
5,57,3226,411,4083,6463,25799,2876,18732,39,8998,54,2814,767,1175
4,78,4238,544,5268,8612,34415,3808,24742,51,11140,72,3844,1014,1567
3,82,4803,576,5591,9145,36493,4009,26234,54,9227,76,4335,1066,1625
2,72,4276,516,5045,8241,32851,3549,23468,49,7279,68,4220,933,1458
1,62,3858,471,5217,7535,29901,3178,21311,44,6052,58,4008,815,1322
0,65,4500,506,5567,8063,32577,3399,23041,47,6574,63,4780,883,1452
