0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
16,273,4874,254,1594,3082,1350,541,3155,13,999,57,2018,633,596
15,96,2445,158,993,1646,1621,619,1778,3,588,59,985,222,160
14,144,3892,152,1216,1904,3895,1147,2629,5,783,174,1686,331,219
13,220,3127,185,2180,2179,7650,1314,3593,5,931,258,2031,424,191
12,211,3709,224,4440,3006,12182,1659,5124,3,1604,378,3086,626,338
11,325,4187,1224,6445,4525,15789,2846,6214,4,2109,454,4088,782,474
10,722,5838,2926,9454,7485,26889,2182,8893,5,3382,852,4151,1080,571
9,1191,12456,285,9942,13184,33262,2097,13157,13,3965,1144,5002,1636,687
8,664,13769,105,4003,16035,36089,1981,19043,170,5409,1675,6811,2188,870
7,1656,21040,69,8367,19206,46859,1027,20238,34,5653,2546,7557,1367,1103
6,1998,30475,3,13454,25761,61724,3164,24741,53,7487,4023,9790,1578,1583
5,657,17803,2,8932,13077,38146,6868,20224,122,8223,3401,9884,2020,1537
4,265,10413,82,12007,9877,37458,5675,20551,105,8588,819,10044,1930,1590
3,128,8983,987,11907,9137,34502,4856,19474,24,12113,132,6503,1569,1644
2,154,8178,1053,11842,7989,35818,5048,24241,42,12953,58,5860,2185,1598
1,151,7870,858,9945,7821,40968,6218,27823,208,12555,96,6215,1747,1710
0,93,8494,909,8393,9317,39808,5022,28397,263,9043,126,6887,1478,1887
