0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
16,4414,12442,18825,29428,16260,18386,18332,12176,17285,17276,19726,19316,18149,21704
15,4503,12691,19202,30017,16586,18753,18698,12419,17631,17621,20121,19702,18512,22138
14,4593,12944,19586,30617,16917,19129,19072,12667,17984,17974,20523,20096,18882,22581
13,4684,13203,19978,31229,17256,19511,19454,12921,18343,18333,20934,20498,19260,23032
12,4778,13467,20377,31854,17601,19901,19843,13179,18710,18700,21352,20908,19645,23493
11,4874,13737,20785,32491,17953,20299,20240,13443,19084,19074,21780,21326,20038,23963
10,4971,14012,21200,33141,18312,20705,20644,13712,19466,19455,22215,21753,20439,24442
9,5071,14292,21624,33804,18678,21119,21057,13986,19855,19844,22659,22188,20848,24931
8,5172,14578,22057,34480,19052,21542,21478,14266,20252,20241,23113,22631,21265,25430
7,5275,14869,22498,35169,19433,21973,21908,14551,20657,20646,23575,23084,21690,25938
6,5381,15167,22948,35873,19821,22412,22346,14842,21071,21059,24046,23546,22124,26457
5,5489,15470,23407,36590,20218,22860,22793,15139,21492,21480,24527,24017,22566,26986
4,5598,15779,23875,37322,20622,23318,23249,15442,21922,21910,25018,24497,23017,27526
3,5710,16095,24353,38068,21035,23784,23714,15750,22360,22348,25518,24987,23478,28076
2,5825,16417,24840,38830,21455,24260,24188,16065,22807,22795,26029,25487,23947,28638
1,5941,16745,25336,39606,21884,24745,24672,16387,23264,23251,26549,25996,24426,29211
0,6060,17080,25843,40398,22322,25240,25165,16714,23729,23716,27080,26516,24915,29795
