0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
16,11406,11406,9578,9578,11728,11728,11275,11275,12206,12206,12908,12908,13083,13083
15,11581,11581,9725,9725,11908,11908,11447,11447,12393,12393,13107,13107,13284,13284
14,11759,11759,9874,9874,12090,12090,11624,11624,12583,12583,13307,13307,13487,13487
13,11939,11939,10026,10026,12275,12275,11802,11802,12776,12776,13512,13512,13694,13694
12,12122,12122,10180,10180,12464,12464,11983,11983,12972,12972,13718,13718,13903,13903
11,12308,12308,10336,10336,12655,12655,12166,12166,13170,13170,13929,13929,14117,14117
10,17462,17462,19343,19343,15540,15540,18129,18129,19417,19417,21054,21054,19979,19979
9,20378,20378,16707,16707,18951,18951,18912,18912,20712,20712,22340,22340,20841,20841
8,30155,30155,20374,20374,19317,19317,18596,18596,20774,20774,22031,22031,21048,21048
7,22254,22254,16568,16568,20391,20391,19851,19851,21679,21679,22959,22959,21692,21692
6,20374,20374,21768,21768,20696,20696,21430,21430,21638,21638,22776,22776,21901,21901
5,28642,28642,27312,27312,25203,25203,25074,25074,25211,25211,26185,26185,23781,23781
4,27412,27412,20640,20640,23738,23738,24500,24500,23364,23364,25072,25072,23081,23081
3,25728,25728,29128,29128,24171,24171,24386,24386,24307,24307,24988,24988,23379,23379
2,28229,28229,12084,12084,24311,24311,24167,24167,25059,25059,24980,24980,23636,23636
1,27743,27743,26804,26804,24058,24058,23951,23951,24965,24965,25131,25131,23551,23551
0,26057,26057,23006,23006,24635,24635,24627,24627,25329,25329,25669,25669,24087,24087
