0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
16,13429,13429,11150,11150,15754,15754,13676,13676,15850,15850,16920,16920,15447,15447
15,13635,13635,11322,11322,15995,15995,13887,13887,16093,16093,17180,17180,15684,15684
14,13844,13844,11495,11495,16240,16240,14099,14099,16340,16340,17443,17443,15925,15925
13,14539,14539,0,0,16987,16987,18139,18139,17550,17550,18536,18536,16831,16831
12,15198,15198,15198,15198,14326,14326,19518,19518,18231,18231,19668,19668,17825,17825
11,27717,27717,25983,25983,18740,18740,18520,18520,19405,19405,19898,19898,18509,18509
10,26773,26773,0,0,22927,22927,21838,21838,23410,23410,24811,24811,22866,22866
9,25813,25813,21102,21102,23241,23241,23586,23586,23973,23973,24857,24857,23178,23178
8,25829,25829,25829,25829,24075,24075,23754,23754,23178,23178,25072,25072,23385,23385
7,25358,25358,26818,26818,24036,24036,23788,23788,23231,23231,24913,24913,23314,23314
6,23303,23303,22781,22781,24142,24142,24227,24227,24287,24287,25580,25580,23521,23521
5,28203,28203,5888,5888,23634,23634,23074,23074,26247,26247,25714,25714,23836,23836
4,28146,28146,23430,23430,21527,21527,21832,21832,24646,24646,25604,25604,23719,23719
3,26213,26213,22486,22486,23356,23356,22997,22997,23973,23973,25662,25662,24157,24157
2,22892,22892,23245,23245,23627,23627,23478,23478,23594,23594,26070,26070,24325,24325
1,24492,24492,23527,23527,23623,23623,23780,23780,23614,23614,25967,25967,24464,24464
0,22302,22302,24386,24386,23722,23722,23793,23793,23398,23398,25574,25574,24384,24384
