0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
16,14089,14089,23964,23964,15552,15552,15344,15344,16303,16303,17315,17315,16133,16133
15,14756,14756,35044,35044,20788,20788,17483,17483,17899,17899,19188,19188,17469,17469
14,16324,16324,0,0,16921,16921,15686,15686,19016,19016,19738,19738,17814,17814
13,31018,31018,0,0,18666,18666,18048,18048,19864,19864,20455,20455,19028,19028
12,24865,24865,0,0,19573,19573,18269,18269,20278,20278,21368,21368,19729,19729
11,0,0,16324,16324,21004,21004,19400,19400,20130,20130,22084,22084,20926,20926
10,26664,26664,26398,26398,24778,24778,24759,24759,24163,24163,25805,25805,24706,24706
9,26634,26634,19563,19563,24942,24942,25425,25425,24635,24635,26133,26133,24963,24963
8,24439,24439,24242,24242,25751,25751,25722,25722,25893,25893,26803,26803,25625,25625
7,23680,23680,17180,17180,26132,26132,25674,25674,27294,27294,27471,27471,26188,26188
6,26016,26016,25233,25233,25157,25157,24920,24920,26658,26658,27823,27823,26924,26924
5,26148,26148,17888,17888,25381,25381,24979,24979,29724,29724,30171,30171,27578,27578
4,24606,24606,23634,23634,24454,24454,25970,25970,27441,27441,30309,30309,27122,27122
3,27844,27844,27499,27499,27473,27473,28085,28085,28519,28519,31584,31584,29605,29605
2,25635,25635,27756,27756,28311,28311,28082,28082,28604,28604,31946,31946,29528,29528
1,30351,30351,27894,27894,28066,28066,27722,27722,27570,27570,31423,31423,29194,29194
0,32700,32700,28613,28613,28916,28916,28969,28969,28349,28349,32124,32124,29931,29931
