0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
16,10961,10961,13183,13183,11926,11926,12043,12043,14340,14340,16211,16211,15849,15849
15,11129,11129,13385,13385,12109,12109,12228,12228,14559,14559,16460,16460,16092,16092
14,11300,11300,13590,13590,12294,12294,12415,12415,14782,14782,16712,16712,16339,16339
13,11472,11472,13798,13798,12482,12482,12605,12605,15009,15009,16968,16968,16590,16590
12,11648,11648,14010,14010,12674,12674,12799,12799,15240,15240,17229,17229,16844,16844
11,11827,11827,14225,14225,12868,12868,12995,12995,15473,15473,17493,17493,17102,17102
10,12009,12009,14443,14443,13066,13066,13195,13195,15710,15710,17761,17761,17365,17365
9,12193,12193,14664,14664,13266,13266,13397,13397,15951,15951,18033,18033,17631,17631
8,18091,18091,15810,15810,16252,16252,17859,17859,19582,19582,21168,21168,20061,20061
7,22680,22680,5066,5066,16005,16005,18073,18073,19599,19599,21643,21643,20305,20305
6,25876,25876,26087,26087,19454,19454,18998,18998,20277,20277,21887,21887,21180,21180
5,26222,26222,22776,22776,22040,22040,22283,22283,23883,23883,24585,24585,23135,23135
4,26087,26087,18886,18886,23262,23262,23156,23156,23963,23963,24728,24728,23218,23218
3,26288,26288,23683,23683,23183,23183,23532,23532,22630,22630,24496,24496,23305,23305
2,25421,25421,22194,22194,23203,23203,23541,23541,22736,22736,24545,24545,23377,23377
1,23685,23685,25501,25501,23192,23192,23422,23422,23288,23288,24596,24596,23489,23489
0,25801,25801,21896,21896,23387,23387,23359,23359,24083,24083,24787,24787,23974,23974
