year,900,900 - 1200,1201 - 1500,1501 - 1700,1701-1900,1901-2100,2100
2009,14417.0,14906.948767992193,17089.163041631266,18688.085514834205,19308.99240265907,19301.0,18279.0
2008,14261.0,14719.889340927584,16843.408505326974,18337.59001956947,19006.887575804696,18766.0,17851.0
2007,13922.0,14388.042400881057,16791.440465607757,18283.31749251425,19025.471393034826,18839.0,17873.0
2006,13878.0,14307.741800866726,16742.41518504118,18251.100357576575,19012.463587182687,18803.0,17886.0
2005,14721.0,15104.244896882747,17573.74993270042,19052.230002767785,19574.74060893634,19247.0,18053.0
2004,12763.0,13427.712181622028,15789.900253694681,17274.990384615383,18470.272512198728,18307.0,17553.0
2003,12152.0,12813.253532683017,14970.504707327056,16711.87254655891,17216.128308128544,16832.0,16381.0
2002,12075.0,12627.2691319053,15156.655859194072,16803.177908445912,17100.002494802495,16905.0,16730.0
2001,11861.0,12039.279821888915,14746.355371592646,16458.47312839816,16606.435305477527,16458.0,16108.0
2000,11784.0,11950.79281691208,14505.177311299687,16791.533687219275,16394.0,16394.0,15983.0
1999,12334.0,12416.305255432788,13335.151406241086,14105.909580985053,14077.48267223382,14102.0,13816.0
1998,12237.0,12305.717131474104,13248.423134521043,13994.616392215568,13962.998499906244,13991.0,13707.0
1997,12140.0,12263.192302309308,13146.669626711444,13883.948387096774,13852.10947368421,13880.0,13599.0
1996,12044.0,12227.96096654275,13055.410795087266,13773.971658006612,13740.943327239489,13770.0,13491.0
1995,11949.0,12110.769323671497,12990.266746770802,13665.983987189751,13631.186963979417,13662.0,13385.0
1994,11854.0,11976.565514103731,12870.854277002087,13557.978046103184,13523.278846153846,13554.0,13279.0
1993,11761.0,11829.670460087791,12800.797513746114,13449.946045653678,13415.511627906977,13447.0,13174.0
