year,900,900 - 1200,1201 - 1500,1501 - 1700,1701-1900,1901-2100,2100
2004,11214.0,15413.713737796374,18400.381478746967,20556.004348382146,20389.692515493407,20833.0,20435.534280936456
2003,10994.0,15107.50795570857,17971.903739728325,20150.092902481247,19993.117276166457,20425.0,19833.39880159787
2002,10778.0,14764.639819616685,17622.796058350024,19756.103245991395,19646.327643538018,20024.0,19577.77341389728
2001,10567.0,14429.207204168073,17202.405268473034,19371.423593413056,19390.14827018122,19632.0,19183.421974041656
2000,10360.0,14141.088861104288,16467.077147954686,18990.778359096315,19047.942182997118,19247.0,18712.047244094487
1999,10157.0,13860.966871165645,16073.596472359648,18618.003234683532,18649.807284520393,18869.0,18448.54647769904
1998,9958.0,13577.30556747479,15783.514688805311,18263.797243219207,18246.20588235294,18499.0,18413.390197926485
1997,9762.0,13360.413462680657,15570.38028325671,17893.74291115312,17884.25,18137.0,18060.698964803312
1996,9571.0,13254.569916993523,15470.687286897224,17543.00399962794,17515.47876769359,17781.0,17568.349775784754
1995,9383.0,12951.383047007741,15374.289124312727,17199.46627850558,17178.057764876634,17432.0,17196.87108013937
1994,9199.0,12635.747003055709,15054.939893617022,16862.52371160519,16846.15857492141,17091.0,16922.678571428572
1993,9019.0,12368.896312872976,14777.827295030524,16532.749526922416,16545.462395543174,16755.0,16545.675191815855
1992,8842.0,12095.625799898426,14422.261468926554,16209.394885132206,16196.553273427471,16427.0,16228.956989247312
1991,8669.0,11874.5845841785,13775.177114171707,15890.153869873573,15807.65459610028,16105.0,15779.826086956522
1990,8499.0,11628.828752955083,13158.378000378001,15578.055105973024,15492.373333333333,15789.0,15400.519274376416
1989,8332.0,11397.668129938542,12680.794219653179,15273.857345635202,15185.316176470587,15479.0,15166.830409356726
1988,7674.0,10492.287426454564,11442.551217988757,14072.645360824743,13988.153846153846,14257.0,13869.758713136729
