0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
16,3,7,0,2,0,10,84,193,164,228,4228,2452,595,200
15,1,0,0,0,0,319,69,2,115,175,3155,1753,329,151
14,0,0,0,0,11,815,119,6,140,223,4415,1987,574,319
13,0,0,0,0,144,710,466,278,174,302,6020,3230,1239,642
12,0,1,0,2,454,1622,963,1641,234,134,7469,6429,1931,1188
11,5,0,0,1,898,1845,1188,2498,148,585,11047,8191,3516,2003
10,6,0,0,1,1266,2826,1918,4005,188,2218,12933,10349,5818,2535
9,9,0,0,1,1731,3329,5489,6604,470,4136,12806,14935,5232,2583
8,5,0,2,1,993,3263,5398,5251,433,3238,8051,17607,3036,562
7,5,0,3,69,1077,4451,10498,19632,1142,2263,5038,20601,4054,867
6,9,0,1,822,1751,6123,9826,24826,3226,1873,3953,24586,4312,956
5,11,1,0,673,1227,6091,7101,25473,4801,1740,3244,24278,4768,982
4,13,2,2,490,1407,5912,8597,27688,6064,1642,2549,25040,4866,1010
3,21,1,1,425,1726,6956,11897,33316,8969,1417,1740,29763,6481,1531
2,18,2,0,371,1171,7078,16805,39463,9670,755,1137,32113,7050,1787
1,14,13,1,318,1160,7334,25758,44581,13597,606,1251,43568,7752,2370
0,19,2,0,427,1065,5225,24174,42883,12026,392,827,44972,8975,2638
