0,1,,
16,1,,
15,0,,
14,1,,
13,2,,
12,0,,
11,0,,
10,0,,
9,1,,
8,2,,
7,1,,
6,0,,
5,1,,
4,18,,
3,84,,
2,133,,
1,61,,
0,224,,
,,,
