0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
16,10601.1716304,7720.409251267606,35128.395936,11361.855111428573,3447.7682437828375,4150.061682599881,4007.614751355087,5717.436079855913,6966.540130730376,6342.040309348128,5847.850534740565,5875.269416270542,5683.804568986144,4997.7195089445195
15,12548.4806876,9138.556545211268,41581.064184,13448.892670714285,4081.082236077058,4912.378621162689,4743.765884,6767.661040872357,8246.210639508534,7506.997633509016,6922.0310789737205,6954.486482711159,6727.851821725872,5915.741101690452
14,14684.479986800001,10694.119394788733,48658.982712,15738.159876428572,4775.763051488617,5748.56250297535,5551.24854712476,7919.650640283477,9649.87858828669,8784.836926047157,8100.297508338272,8138.277462924876,7873.065105635895,6922.717098389872
13,17009.169528000002,12387.097800000001,56362.15152000001,18229.65672857143,5531.810690017514,6658.613328037863,6430.062740729367,9173.404878089272,11177.543977064848,10175.558186962553,9382.64982283422,9426.642356911694,9119.444420716214,8018.647499042781
12,19522.5493112,14217.491760845069,64690.570607999995,20923.383227142855,6349.225151663748,7642.531096350225,7380.208464813819,10528.92375428974,12829.206805843003,11679.161416255201,10769.088022461561,10819.581164671612,10466.989766966828,9203.532303649177
11,22224.554937,16185.254377816902,73644.02658,23819.270351785715,7227.98549211909,8700.290597351606,8401.661374145873,11986.17253692639,14604.824754675768,13295.608087656034,12259.576583027425,12317.058195449077,11915.666616732049,10477.341152344234
10,25115.2508048,18290.432550422534,83222.732832,26917.387122857144,8168.11265569177,9831.91704160284,9494.445813957773,13545.185957957714,16504.440143508535,15024.93672743412,13854.151028724682,13919.109139999642,13465.509497667566,11840.104404992777
9,28194.6369146,20533.02627866197,93426.689364,30217.733540357145,9169.606642381787,11037.410429103924,10658.56178424952,15205.964017383712,18528.0529723413,16867.14733558946,15552.811359553334,15625.733998323307,15116.51840977338,13291.822061594808
8,31462.713266400002,22913.03556253521,104255.896176,33720.309604285714,10232.467452189143,12316.77075985486,11894.009285021113,16968.506715204385,20675.66324117406,18822.23991212205,17355.557575513383,17436.932770420073,16868.693353049486,14832.494122150329
7,34919.4154608,25430.41350253521,115710.13987200001,37425.04629428572,11356.674140805606,13669.972823294815,13200.763971040307,18832.77931946124,22947.228630061436,20890.17593076283,19262.354152411954,19352.669765534385,18721.999799840203,16462.09022679451
6,38564.8722966,28085.253897676055,127789.847244,41332.08165107143,12542.268596847636,15097.067040545453,14578.874532771593,20798.85129407126,25342.8337788942,23071.03244404993,21273.27213863479,21373.01636517735,20676.506805456902,18180.671095257003
5,42398.8905756,30877.41604943662,140494.378104,45441.208613571434,13789.187987390544,16597.977779924273,16028.267934518235,22866.618443158968,27862.35172783618,25364.693873176147,23388.204961603275,23497.86549708231,22732.110786932517,19988.14564794333
4,46421.663496,33807.04065633803,153824.37264000002,49752.634242857144,15097.495145359022,18172.780673113783,17549.017211976967,25036.184962599844,30505.909436723552,27771.275796948685,25607.25919389603,25727.324233515923,24888.91532723412,21884.60496444797
3,50633.062259000006,36874.0339193662,167779.40406,54266.22049821429,16467.148182136603,19821.425298992308,19141.073674683303,27307.4813884769,33273.42226566553,30290.701162829406,27930.363787127302,28061.321192967083,27146.85137105033,23869.98832504127
2,55033.215663400006,40078.48963753521,182359.899156,58982.10542035715,17898.188986339756,21543.96207868152,20804.486013101727,29680.577184707126,36164.97485455291,32923.04702335645,30357.589789682846,30499.927756946898,29505.98797369252,25944.35644945289
1,59621.930511000006,43420.26711232395,197565.21774000002,63900.08194821429,19390.554725043785,23340.315380498916,22539.18119153551,32155.36815541504,39180.44024354949,35668.19779972261,32888.83062898403,33043.03685318871,31966.22155219363,28107.61825808834
0,64399.4,46899.50704225352,213396.0,69020.35714285714,20944.30823117338,25210.560836126995,24345.23224568138,34731.958496476116,42319.94539249147,38526.26907073509,35524.192877609494,35690.75555395916,34527.655689520725,30359.864830542105
