0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
16,4912.63127297561,6434.490610857144,10284.878448000001,7196.956648,10989.361765333335,4103.427927272728,6024.1328916058155,9042.736380226757,6974.239409780982,6330.681398865341,5687.940083366116,6160.409753237712,5979.610545728116,4961.206366761889
15,5815.023169463415,7616.429955095238,12174.088212,8518.951928666665,13007.976730222223,4857.1788,7130.694406746365,10703.779429901737,8255.324184486704,7493.552226360179,6732.74698087805,7292.003705942198,7077.993835819765,5872.520929855063
14,6804.854984487804,8912.89679052381,14246.358516,9969.045832666667,15222.191332888891,5683.966581818182,8344.479456491114,12525.774134300831,9660.543438651644,8769.102844997284,7878.793517576106,8533.246784958748,8282.808207331102,6872.139999524829
13,7882.126718048781,10323.891117142859,16501.68936,11547.238360000001,17632.005573333336,6583.791272727273,9665.488040840064,14508.720493424036,11189.8971722758,10157.333254776657,9126.079693460286,9884.138990287362,9594.053660262127,7960.063575771189
12,9046.83837014634,11849.412934952381,18940.080744,13253.529510666665,20237.419451555557,7556.652872727273,11093.720159793213,16652.61850727135,12843.385385359168,11658.243455698293,10474.605508530585,11344.680321928035,11011.730194612837,9136.291658594138
11,10298.960097804878,13489.423156071429,21561.47019,15087.875564999998,23038.36621,8602.526454545454,12629.139218287559,18957.413243537412,14620.965711185218,13271.794990495599,11924.336410009131,12914.83335697077,12535.801485782073,10400.79410993683
10,11638.521744,15243.960868380953,24365.920176,17050.320242666665,26034.912606222224,9721.436945454547,14271.781811386107,21423.159634527587,16522.680516470482,14998.02631643517,13475.306950673797,14594.635518325567,14166.303858370995,11753.601067856116
9,13065.523308731706,17113.026071880955,27353.430702,19140.863543666666,29227.058640222225,10913.384345454546,16021.647939088853,24049.857680241872,18548.52980121496,16836.93743351701,15127.517130524588,16384.086805992425,15903.237312379604,13194.712532351992
8,14579.964791999999,19096.618766571428,30524.001768,21359.505468,32614.804312000004,12178.368654545455,17878.7376013958,26837.50738068027,20698.513565418656,18788.528341741116,16880.966949561498,18283.187219971347,17746.601847807902,14724.128503424461
7,16181.81635082927,21194.69986457143,33877.570896000005,23706.202296,36198.082864,13516.364945454547,19843.014203243943,29786.053803537416,22972.589442365028,20852.76058384089,18735.621855006655,20291.89933735233,19696.361140054723,16341.818843016672
6,17871.13767117073,23407.34754164286,37414.263042,26181.041467,39977.02781133334,14927.423072727273,21914.55093475929,32895.606813424034,25370.842165487156,23029.71107434953,20691.55095241581,22410.298003955373,21752.587838322397,18047.843827242323
5,19647.83922409756,25734.444534142858,41133.890772,28783.891821999998,43951.438881333335,16411.468254545456,24093.238010752826,36166.001613424036,27893.14463463542,25319.264441467232,22748.65058345533,24638.270951050476,23915.172968807423,19842.113041930865
4,21512.010538536586,28176.108105714287,45036.641520000005,31514.88452,48121.51634666667,17968.575272727274,26379.18521641357,39597.403000453516,30539.62394995944,27721.53605699381,24907.02440645885,26975.930447367642,26184.22550531331,21724.716901252854
3,23463.591928536585,30732.26008059524,49122.39033,34373.932121666665,52487.12669222223,19598.694272727273,28772.319361615508,43189.70110990174,33310.19537802614,30236.449006396047,27166.603315870616,29423.20164708687,28559.672798637712,23695.595129094578
2,25502.64308004878,33402.978634547624,53391.262158,37361.12206633333,57048.40343311112,21301.87510909091,31272.713636484652,46943.00580637944,36204.94365226859,32864.08020420715,29527.456417246383,31980.15939602816,31041.58749798297,25754.80800156975
1,27629.074464146343,36188.146503928576,57843.06957000001,40476.323195,61805.14629666667,23078.043,33880.258255831985,50857.152292970524,39223.74167253718,35604.314278627324,31989.480052252515,34646.69142546151,33629.86062954559,27902.26510450781
0,29842.975609756097,39087.880952380954,62478.0,43719.666666666664,66757.55555555556,24927.272727272728,36595.063004846525,54932.30536659108,42366.71653898152,38457.266601456366,34552.777879222645,37422.91000411692,36324.601167129054,30138.056852079313
