0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
16,2,0,2,3,0,5,3,61,959,185,668,1496,377,245
15,1,1,0,1,0,1,2,9,59,131,604,997,162,130
14,1,1,1,1,1,2,11,13,58,270,1368,2120,299,342
13,1,1,0,1,0,5,32,7,103,186,2251,3372,508,560
12,0,0,0,1,1,320,65,3,131,360,4851,5475,908,926
11,2,1,0,0,7,695,191,7,206,486,6915,5665,1616,1489
10,2,0,0,1,66,656,712,634,239,545,8723,7125,2734,2571
9,3,0,0,2,198,1098,1052,3029,366,161,8933,10605,3560,3740
8,8,1,0,0,404,1170,1226,3719,152,813,11552,11214,5234,4727
7,8,0,0,2,518,2201,1897,4367,156,3242,11406,10648,7064,5117
6,7,0,0,2,444,1958,1535,3444,128,2578,8836,8234,5570,4068
5,6,0,0,1,357,1619,1071,2589,94,1827,6574,6173,4204,3038
4,6,0,0,1,432,1559,1136,2624,93,1715,6395,6247,4289,3070
3,10,0,0,2,918,3101,2184,5001,178,3115,12186,12077,8104,5896
2,10,0,0,2,848,2952,2080,4500,162,2680,11536,11308,7332,5432
1,17,0,0,3,1469,4275,3036,6857,249,4026,17301,17364,10831,8089
0,20,0,0,4,2063,4998,3719,8599,294,4877,21572,21286,12768,9792
