0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
16,2,2,0,1,0,2,24,12,748,114,1010,1929,317,482
15,0,0,0,1,1,121,22,1,33,96,1041,1711,249,320
14,1,1,0,0,3,312,68,3,66,161,1914,2201,510,598
13,1,0,0,1,20,312,314,295,89,215,2918,3372,1049,1253
12,2,0,0,1,62,655,551,1647,175,80,3973,6545,1755,2220
11,5,1,0,0,163,736,725,2360,90,491,6477,8403,3257,3409
10,6,0,0,2,299,1488,1251,3295,117,2392,8136,9317,5317,4302
9,6,0,0,2,305,1200,1065,2930,109,2185,7382,7678,4682,3635
8,6,0,0,1,255,978,985,2356,85,1760,6077,5913,3779,2803
7,6,0,0,1,290,1232,1060,2443,87,1812,6381,5956,3950,2862
6,8,0,0,2,629,2774,2178,4880,179,3654,12522,11673,7896,5764
5,8,0,0,2,657,2971,1966,4752,174,3355,12072,11334,7721,5578
4,14,0,0,3,1193,4305,3138,7248,259,4741,17663,17255,11848,8480
3,18,0,0,3,1559,5264,3710,8491,303,5288,20691,20504,13760,10011
2,20,0,0,4,1537,5355,3774,8161,295,4859,20921,20508,13297,9851
1,21,0,0,4,1827,5319,3777,8531,310,5008,21524,21603,13475,10064
0,26,0,0,5,2669,6469,4813,11130,380,6312,27921,27550,16526,12673
