0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
16,2,2,2,1,1,1,13,28,633,249,995,1746,287,428
15,1,1,0,1,0,2,15,4,39,75,759,1476,205,259
14,0,0,0,1,1,168,32,1,57,158,1903,2714,399,476
13,1,1,0,0,4,450,102,4,100,243,3106,3170,788,868
12,2,0,0,1,27,412,414,399,135,324,4586,4723,1547,1680
11,2,0,0,2,91,767,784,2109,237,107,5628,8350,2440,2839
10,6,1,0,0,267,1002,875,2926,117,621,8696,9936,4139,4079
9,7,0,0,2,397,1564,1389,3817,139,2847,9619,10007,6104,4736
8,7,0,0,2,348,1334,1343,3215,119,2404,8295,8068,5157,3826
7,6,0,0,1,291,1238,1066,2457,87,1822,6413,5988,3970,2877
6,6,0,0,1,324,1428,1119,2510,92,1877,6441,6003,4061,2965
5,8,0,0,2,692,3130,2072,5006,184,3535,12715,11940,8132,5876
4,9,0,0,2,797,2876,2096,4843,172,3168,11804,11530,7917,5666
3,15,0,0,3,1305,4405,3103,7105,254,4425,17313,17156,11515,8376
2,19,0,0,4,1516,5280,3723,8048,291,4793,20631,20224,13113,9715
1,21,0,0,4,1779,5182,3679,8310,302,4879,20967,21044,13125,9803
0,21,0,0,4,2147,5203,3871,8952,306,5076,22457,22159,13292,10193
