0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
16,2,2,0,1,1,2,3,83,1650,173,640,1043,341,275
15,1,0,1,3,0,6,2,20,50,122,502,1145,244,132
14,1,1,0,1,0,1,3,13,103,216,1105,1581,260,193
13,1,1,1,1,1,3,17,18,87,409,2219,3053,461,497
12,2,1,0,1,0,6,42,10,156,281,3537,4723,749,751
11,0,0,0,2,1,374,93,4,178,478,6872,6985,1263,1184
10,3,1,0,0,12,946,231,9,268,614,9284,6699,2054,1782
9,2,0,0,1,88,690,791,734,283,649,10312,7653,3139,2831
8,3,0,0,2,226,1220,1327,3323,401,177,10038,11143,3921,3937
7,8,1,0,0,462,1482,1328,3878,156,842,12190,11355,5498,4852
6,8,0,0,2,578,2551,2003,4486,164,3359,11514,10732,7262,5301
5,7,0,0,2,488,2209,1460,3533,131,2494,8972,8423,5737,4147
4,6,0,0,1,433,1567,1142,2638,93,1725,6428,6280,4311,3086
3,6,0,0,1,473,1595,1123,2572,91,1601,6268,6211,4168,3032
2,11,0,0,2,893,3110,2192,4740,171,2823,12151,11912,7723,5722
1,11,0,0,2,981,2857,2028,4582,166,2691,11561,11603,7237,5406
0,17,0,0,3,1726,4182,3112,7195,246,4080,18051,17811,10684,8193
