0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
16,0,28,2,0,1,16,56,37,4258,161,694,882,435,258
15,0,0,1,0,0,1,32,21,185,133,445,595,307,167
14,1,0,0,0,0,1,17,32,355,222,806,1095,398,210
13,1,1,0,1,1,4,5,54,227,283,1426,1823,548,319
12,2,0,1,5,0,15,7,53,199,455,2338,3666,893,384
11,2,1,0,2,0,1,7,31,318,655,3992,4070,825,481
10,1,1,1,1,2,7,40,40,233,1035,6632,6453,1201,1019
9,2,1,0,2,0,10,80,19,326,562,7952,7653,1519,1264
8,0,0,0,2,1,595,156,7,301,791,12256,9321,2029,1641
7,3,1,0,0,20,1400,351,12,356,832,13014,7655,2728,2120
6,2,0,0,1,127,1125,1142,862,335,766,12343,8206,3735,3169
5,3,0,0,2,317,2021,1444,3652,444,184,10858,11633,4362,4267
4,10,1,0,0,689,1877,1422,4165,166,797,12217,11909,5970,5204
3,10,0,0,2,844,2851,2009,4598,163,2864,11205,11104,7453,5422
2,8,0,0,2,630,2194,1546,3345,121,1992,8574,8404,5449,4037
1,6,0,0,1,534,1556,1104,2496,90,1465,6296,6320,3941,2944
0,6,0,0,1,625,1514,1126,2605,89,1477,6535,6448,3868,2966
