0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
16,7028,13304,17449,24266,15869,18037,16974,12894,18214,18491,20105,20127,19206,16874
15,7169,13571,17797,24751,16186,18397,17314,13152,18578,18861,20507,20530,19590,17211
14,7312,13842,18153,25246,16510,18765,17660,13415,18950,19238,20917,20940,19982,17555
13,7458,14119,18517,25751,16840,19141,18013,13683,19329,19623,21336,21359,20382,17906
12,7607,14401,18887,26266,17177,19523,18373,13957,19715,20015,21762,21786,20789,18265
11,7760,14689,19265,26791,17520,19914,18741,14236,20109,20416,22198,22222,21205,18630
10,7915,14983,19650,27327,17871,20312,19116,14521,20512,20824,22642,22667,21629,19002
9,8073,15283,20043,27874,18228,20718,19498,14811,20922,21241,23094,23120,22062,19383
8,8235,15588,20444,28431,18593,21133,19888,15107,21340,21665,23556,23582,22503,19770
7,8399,15900,20853,29000,18965,21555,20286,15410,21767,22099,24027,24054,22953,20166
6,8567,16218,21270,29580,19344,21987,20691,15718,22202,22541,24508,24535,23337,20569
5,8739,16542,21695,30172,19731,22426,21105,16032,22646,22991,24998,25026,19043,20980
4,8913,16873,22129,30775,20125,22875,21527,16353,23099,23451,25498,25526,19424,21400
3,9092,17211,22572,31390,20528,23332,21958,16680,23561,23920,26008,26037,19812,21828
2,9273,17555,23023,32018,20938,23799,22397,17013,24033,24399,26528,26558,20209,22264
1,9459,17906,23483,32659,21357,24275,22845,17354,24513,24887,27059,27089,20613,22710
0,9648,18264,23953,33312,21784,24760,23302,17701,25004,25384,27600,27630,21025,23164
