0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
16,11866.68961,11866.68961,12762.09939,12762.09939,11704.21974,11704.21974,12070.23332,12070.23332,13845.53609,13845.53609,14851.38887,14851.38887,14709.9123,14709.9123
15,12048.62383,12048.62383,12957.76159,12957.76159,11883.66306,11883.66306,12255.28817,12255.28817,14057.80901,14057.80901,15079.08302,15079.08302,14935.4374,14935.4374
14,12233.34738,12233.34738,13156.42358,13156.42358,12065.8575,12065.8575,12443.18019,12443.18019,14273.33639,14273.33639,15310.26807,15310.26807,15164.42015,15164.42015
13,12420.90301,12420.90301,13358.13137,13358.13137,12250.84527,12250.84527,12633.95288,12633.95288,14492.16812,14492.16812,15544.99753,15544.99753,15396.91354,15396.91354
12,12611.33416,12611.33416,13562.93164,13562.93164,12438.66917,12438.66917,12827.6504,12827.6504,14714.35488,14714.35488,15783.32575,15783.32575,15632.97141,15632.97141
11,12804.6849,12804.6849,13770.8718,13770.8718,12629.3727,12629.3727,13024.3176,13024.3176,14939.9481,14939.9481,16025.3079,16025.3079,15872.6484,15872.6484
10,13001,13001,13982,13982,12823,12823,13224,13224,15169,15169,16271,16271,16116,16116
9,17716,17716,22080,22080,18435,18435,21111,21111,22072,22072,23167,23167,21127,21127
8,23870,23870,22418,22418,19266,19266,20139,20139,21805,21805,23163,23163,21485,21485
7,29921,29921,20886,20886,20909,20909,20375,20375,22548,22548,23752,23752,22189,22189
6,23616,23616,24070,24070,21010,21010,20812,20812,22730,22730,23713,23713,22279,22279
5,29175,29175,21848,21848,23369,23369,23643,23643,25277,25277,25523,25523,23659,23659
4,28840,28840,26674,26674,25928,25928,25820,25820,26614,26614,27147,27147,24583,24583
3,28181,28181,24674,24674,25343,25343,25532,25532,25021,25021,26241,26241,24352,24352
2,26768,26768,30306,30306,25262,25262,25443,25443,25491,25491,26393,26393,24469,24469
1,28001,28001,22912,22912,25269,25269,25105,25105,26136,26136,26256,26256,24675,24675
0,27878,27878,27311,27311,25203,25203,25220,25220,26187,26187,26617,26617,25094,25094
