year,passenger_kilometers
2001,"[596037.0, 0.0, 0.0, 35862.0, 0.0, 67688.0, 1821029.0, 329035.0, 8294024.0, 14795319.0, 204168562.0, 218048824.0, 35585352.0, 32233581.0, 349401.0, 43560.0, 34278.0, 71724.0, 0.0, 186142.0, 777518.0, 793555.0, 7044924.0, 34640396.0, 238914511.0, 215362558.0, 33872688.0, 28481154.0, 102765.0, 29040.0, 22852.0, 107586.0, 17425.0, 16922.0, 143227.0, 677425.0, 13540244.0, 30392936.0, 190117857.0, 170184448.0, 26712801.0, 13937586.0, 164424.0, 0.0, 22852.0, 555861.0, 34850.0, 626114.0, 143227.0, 1935500.0, 10267602.0, 29732220.0, 142844457.0, 192190122.0, 39890799.0, 11490351.0, 246636.0, 29040.0, 22852.0, 215172.0, 34850.0, 304596.0, 204610.0, 2496795.0, 19660834.0, 28953519.0, 130737214.0, 147527558.0, 32873634.0, 7854459.0, 369954.0, 0.0, 11426.0, 71724.0, 34850.0, 84610.0, 1166277.0, 2206470.0, 49489342.0, 35678664.0, 106023731.0, 137108102.0, 33111504.0, 6689109.0, 143871.0, 14520.0, 79982.0, 89655.0, 17425.0, 203064.0, 3110072.0, 2709700.0, 43893374.0, 41247556.0, 96175106.0, 128642294.0, 35418843.0, 7901073.0, 267189.0, 1089000.0, 34278.0, 35862.0, 17425.0, 2369080.0, 3846668.0, 1645175.0, 55709860.0, 38581095.0, 95781161.0, 148015970.0, 22811733.0, 7131942.0, 226083.0, 2541000.0, 34278.0, 71724.0, 34850.0, 2622910.0, 2312093.0, 4780685.0, 47865512.0, 22346359.0, 73063666.0, 120664898.0, 18030546.0, 5150847.0, 123318.0, 2424840.0, 22852.0, 448275.0, 17425.0, 947632.0, 1943795.0, 19625970.0, 23707918.0, 36882111.0, 52788630.0, 70738338.0, 21099069.0, 3309594.0, 164424.0, 1858560.0, 11426.0, 412413.0, 87125.0, 558426.0, 2885001.0, 49064925.0, 14189776.0, 31808756.0, 17359843.0, 57008534.0, 14795514.0, 2866761.0, 61659.0, 1553640.0, 45704.0, 143448.0, 121975.0, 693802.0, 2271171.0, 42406805.0, 15139092.0, 22440747.0, 16151745.0, 40212588.0, 11536695.0, 2423928.0, 20553.0, 2584560.0, 45704.0, 71724.0, 191675.0, 287674.0, 1452731.0, 28742175.0, 10292584.0, 10335486.0, 10268833.0, 28816308.0, 9800244.0, 1561569.0, 41106.0, 1205160.0, 11426.0, 35862.0, 52275.0, 33844.0, 900284.0, 15871100.0, 4521742.0, 3492356.0, 6933432.0, 12970052.0, 5042844.0, 932280.0, 20553.0, 493680.0, 0.0, 17931.0, 34850.0, 0.0, 327376.0, 10548475.0, 2223398.0, 1746178.0, 3125297.0, 7597520.0, 3639411.0, 699210.0, 0.0, 174240.0, 0.0, 17931.0, 34850.0, 16922.0, 40922.0, 9580725.0, 724478.0, 896686.0, 1418202.0, 5019790.0, 1569942.0, 442833.0, 41106.0, 116160.0, 0.0, 0.0, 34850.0, 33844.0, 388759.0, 10664605.0, 374730.0, 707910.0, 1313150.0, 5915212.0, 2783079.0, 1281885.0]"
2002,"[686912.0, 0.0, 0.0, 0.0, 0.0, 17877000.0, 2237513.0, 109920.0, 6157368.0, 17563637.0, 250625208.0, 232689639.0, 41872096.0, 37919718.0, 64398.0, 0.0, 0.0, 18737.0, 0.0, 181800.0, 1801891.0, 348080.0, 7754580.0, 14336231.0, 197654031.0, 213547464.0, 33051872.0, 31305540.0, 85864.0, 54952.0, 20826.0, 18737.0, 0.0, 222200.0, 792040.0, 787760.0, 6249960.0, 34261955.0, 233760177.0, 208768521.0, 32644416.0, 28433904.0, 21466.0, 13738.0, 10413.0, 74948.0, 15811.0, 0.0, 79204.0, 641200.0, 12708252.0, 27479725.0, 185670303.0, 161823987.0, 27203680.0, 13863882.0, 0.0, 0.0, 10413.0, 393477.0, 31622.0, 666600.0, 118806.0, 2051840.0, 9722160.0, 29350685.0, 142100154.0, 184187328.0, 40002592.0, 11580696.0, 0.0, 27476.0, 20826.0, 187370.0, 31622.0, 343400.0, 198010.0, 2546480.0, 18448956.0, 28742623.0, 128050266.0, 143447499.0, 32404736.0, 7579236.0, 85864.0, 0.0, 0.0, 18737.0, 15811.0, 121200.0, 1267264.0, 2143440.0, 45671004.0, 36249850.0, 106717164.0, 137322003.0, 34082496.0, 7037862.0, 42932.0, 0.0, 20826.0, 74948.0, 0.0, 222200.0, 3306767.0, 2693040.0, 40948812.0, 40085318.0, 95534073.0, 125335041.0, 35832160.0, 8826750.0, 42932.0, 934184.0, 20826.0, 37474.0, 0.0, 3009800.0, 3880996.0, 1612160.0, 50069124.0, 35571627.0, 94965879.0, 140727990.0, 23512608.0, 7791078.0, 21466.0, 2101914.0, 20826.0, 56211.0, 47433.0, 2706800.0, 2059304.0, 4323520.0, 40092336.0, 19153953.0, 69371322.0, 107143374.0, 18287584.0, 5343126.0, 64398.0, 1895844.0, 0.0, 430951.0, 47433.0, 1090800.0, 1603881.0, 17733760.0, 18773028.0, 28812784.0, 49355397.0, 60806109.0, 20804224.0, 3271782.0, 21466.0, 1250158.0, 10413.0, 337266.0, 63244.0, 404000.0, 2098906.0, 37391120.0, 8981424.0, 20136207.0, 11932074.0, 40370187.0, 12942720.0, 2730408.0, 42932.0, 879232.0, 10413.0, 74948.0, 94866.0, 505000.0, 1584080.0, 29641760.0, 8310132.0, 13166881.0, 10847340.0, 26614224.0, 9347520.0, 2118420.0, 0.0, 1607346.0, 31239.0, 56211.0, 189732.0, 242400.0, 811841.0, 17788720.0, 4606452.0, 5402397.0, 6095172.0, 16924323.0, 7981344.0, 1341666.0, 0.0, 728114.0, 0.0, 37474.0, 15811.0, 20200.0, 376219.0, 8866880.0, 2106468.0, 1987895.0, 4106493.0, 7551258.0, 3810912.0, 682602.0, 0.0, 233546.0, 0.0, 18737.0, 15811.0, 0.0, 198010.0, 5880720.0, 995364.0, 724997.0, 1497966.0, 4171674.0, 2588544.0, 588450.0, 42932.0, 123642.0, 10413.0, 0.0, 31622.0, 80800.0, 237612.0, 10790480.0, 439812.0, 818545.0, 1213869.0, 6574347.0, 3331552.0, 1341666.0]"
2003,"[0.0, 201690.0, 0.0, 19191.0, 71432.0, 64356.0, 222563.0, 11527865.0, 830280.0, 1034730.0, 1910550.0, 8094024.0, 4304180.0, 1464244.0, 0.0, 470610.0, 0.0, 19191.0, 17858.0, 21452.0, 283262.0, 6007953.0, 1211760.0, 1080718.0, 2853088.0, 5174028.0, 3020060.0, 552092.0, 0.0, 1102572.0, 12165.0, 19191.0, 125006.0, 150164.0, 606990.0, 12386144.0, 2805000.0, 3334130.0, 4712690.0, 12038580.0, 6182800.0, 792132.0, 23183.0, 551286.0, 12165.0, 38382.0, 89290.0, 386136.0, 1254446.0, 21322343.0, 5475360.0, 8806702.0, 8737582.0, 19850850.0, 8584580.0, 1968328.0, 0.0, 900882.0, 36495.0, 268674.0, 71432.0, 321780.0, 1416310.0, 29316118.0, 6036360.0, 13842388.0, 9374432.0, 31428378.0, 11533300.0, 2088348.0, 69549.0, 1465614.0, 0.0, 249483.0, 53574.0, 600656.0, 1416310.0, 12891014.0, 11915640.0, 18303224.0, 38236474.0, 41981346.0, 19047780.0, 2880480.0, 23183.0, 1626966.0, 24330.0, 38382.0, 53574.0, 2102296.0, 1962601.0, 3483603.0, 31169160.0, 13382508.0, 58768518.0, 81683046.0, 16741120.0, 4560760.0, 0.0, 779868.0, 12165.0, 57573.0, 0.0, 2445528.0, 3641940.0, 1279004.0, 41671080.0, 27546812.0, 85006738.0, 114622650.0, 22353200.0, 7489248.0, 0.0, 0.0, 24330.0, 57573.0, 0.0, 214520.0, 3318212.0, 2238257.0, 37317720.0, 34881898.0, 89362792.0, 110703708.0, 34956600.0, 9001500.0, 23183.0, 0.0, 0.0, 19191.0, 17858.0, 128712.0, 1133048.0, 1952164.0, 43152120.0, 32168606.0, 102176214.0, 125841582.0, 33672480.0, 7873312.0, 46366.0, 26892.0, 24330.0, 134337.0, 35716.0, 321780.0, 242796.0, 2255086.0, 17974440.0, 28029686.0, 126274618.0, 136061568.0, 32507260.0, 8329388.0, 46366.0, 0.0, 12165.0, 307056.0, 17858.0, 686464.0, 161864.0, 1901677.0, 9738960.0, 28121662.0, 140616480.0, 178145370.0, 40426000.0, 12698116.0, 23183.0, 13446.0, 0.0, 76764.0, 0.0, 0.0, 101165.0, 689989.0, 12184920.0, 28006692.0, 181756990.0, 154708560.0, 27347000.0, 13850308.0, 92732.0, 26892.0, 24330.0, 19191.0, 0.0, 235972.0, 849786.0, 706818.0, 5856840.0, 32973396.0, 227737560.0, 193872366.0, 32768840.0, 28156692.0, 46366.0, 0.0, 0.0, 38382.0, 0.0, 150164.0, 1901902.0, 319751.0, 7629600.0, 13911370.0, 195793164.0, 205449894.0, 32364580.0, 32333388.0, 139098.0, 0.0, 0.0, 0.0, 0.0, 18942116.0, 2407727.0, 100974.0, 5744640.0, 17475440.0, 247454436.0, 233343540.0, 40164420.0, 38382396.0, 347745.0, 0.0, 0.0, 0.0, 464308.0, 33550928.0, 6353162.0, 134632.0, 6552480.0, 17245500.0, 242767220.0, 170999064.0, 54194620.0, 46735788.0]"
