0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
16,10971,10971,13195,13195,11937,11937,12054,12054,14353,14353,16226,16226,15864,15864
15,11139,11139,13397,13397,12120,12120,12239,12239,14573,14573,16475,16475,16107,16107
14,11310,11310,13603,13603,12305,12305,12427,12427,14796,14796,16728,16728,16354,16354
13,11483,11483,13811,13811,12494,12494,12617,12617,15023,15023,16984,16984,16605,16605
12,11659,11659,14023,14023,12686,12686,12811,12811,15254,15254,17245,17245,16860,16860
11,11838,11838,14238,14238,12880,12880,13007,13007,15487,15487,17509,17509,17118,17118
10,12020,12020,14456,14456,13078,13078,13207,13207,15725,15725,17777,17777,17381,17381
9,12204,12204,14678,14678,13278,13278,13409,13409,15966,15966,18050,18050,17647,17647
8,18108,18108,15825,15825,16267,16267,17876,17876,19600,19600,21188,21188,20080,20080
7,22701,22701,5071,5071,16020,16020,18090,18090,19617,19617,21663,21663,20324,20324
6,25900,25900,26111,26111,19472,19472,19016,19016,20296,20296,21907,21907,21200,21200
5,26246,26246,22797,22797,22060,22060,22304,22304,23905,23905,24608,24608,23156,23156
4,26111,26111,18904,18904,23284,23284,23177,23177,23985,23985,24751,24751,23240,23240
3,26312,26312,23705,23705,23205,23205,23554,23554,22651,22651,24519,24519,23327,23327
2,25445,25445,22215,22215,23225,23225,23563,23563,22757,22757,24568,24568,23399,23399
1,23707,23707,25525,25525,23214,23214,23444,23444,23310,23310,24619,24619,23511,23511
0,25825,25825,21916,21916,23409,23409,23381,23381,24105,24105,24810,24810,23996,23996
