0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
16,267,3137,145,7941,1433,7836,913,2842,2,1222,245,1920,537,430
15,111,1098,481,1727,1171,4744,897,1721,1,460,125,1236,277,217
14,251,1976,1455,3622,2551,10627,926,3285,1,889,329,1488,440,268
13,514,5127,209,5214,6012,17083,1177,6519,7,1626,573,2247,818,364
12,338,7013,110,2497,9154,22362,1320,12017,100,3140,1017,3812,1416,590
11,1000,13009,54,6034,13060,33796,806,15354,31,4281,1869,5070,1014,845
10,1456,22079,2,11535,20565,50067,2710,21364,51,7017,3439,7421,1337,1340
9,521,14062,3,8574,11480,33869,6216,18997,138,8757,3164,8328,1914,1425
8,232,8786,84,12286,9253,35078,5403,20369,158,9841,801,8644,1944,1499
7,125,8310,979,12388,8872,33633,4750,19724,47,14337,143,5919,1639,1597
6,147,7353,1083,12461,8041,35579,5031,24624,60,19041,57,5136,2241,1645
5,156,7504,881,10206,7906,40730,6555,28629,220,19892,96,5388,1849,1751
4,83,8308,941,7686,9774,40745,5353,29123,275,14876,114,5805,1607,1991
3,98,5687,682,6619,10828,43210,4747,31061,65,10926,89,5134,1262,1924
2,73,4291,518,5060,8269,32961,3561,23546,49,7303,68,4233,936,1463
1,47,2824,345,3818,5515,21885,2326,15598,32,4430,43,2934,596,967
0,40,2716,305,3359,4866,19663,2052,13907,28,3968,38,2885,532,876
