0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
16,1397,11112,2,20356,6738,24363,1176,8835,23,2909,1586,2678,733,1022
15,147,2457,1,2336,2359,8473,1697,4517,33,1386,722,1645,487,391
14,80,2160,40,4808,2825,12321,2036,7049,51,2332,253,2308,665,519
13,53,2702,584,6639,3738,15506,2344,9366,20,5729,61,2064,738,705
12,76,3162,783,8229,4495,20854,3129,15392,34,11757,31,2361,1296,918
11,96,4015,731,8063,5452,28683,4847,21883,153,16609,65,2958,1294,1186
10,58,5582,857,7129,7834,32705,4492,25378,222,15633,91,3681,1305,1530
9,77,4044,655,6786,9553,38015,4321,29180,58,16319,78,3515,1137,1667
8,64,3417,513,5314,7706,30617,3446,23179,46,12509,65,2922,914,1353
7,45,2465,345,3461,5279,21085,2358,15674,32,8108,45,2097,627,935
6,43,2339,313,3187,4883,19526,2178,14264,29,7246,42,1983,578,876
5,78,4407,562,5577,8830,35247,3932,25590,52,12292,74,3845,1049,1604
4,71,3841,492,4771,7805,31188,3452,22421,46,10096,65,3483,919,1421
3,100,5735,686,6672,10918,43571,4790,31319,64,11017,90,5176,1271,1940
2,109,6347,764,7481,12229,48745,5267,34822,71,10800,100,6261,1382,2164
1,98,5980,728,8083,11678,46342,4926,33028,66,9380,91,6211,1263,2048
0,90,6125,687,7572,10972,44336,4628,31357,63,8947,86,6504,1200,1975
