year,900,900 - 1200,1201 - 1500,1501 - 1700,1701-1900,1901-2100,2100
2001,16676.0,23516.0,25405.645161290322,28617.93123209169,29006.448637067017,30551.0,28434.83223341438
2000,16349.0,21685.7,24032.632653061224,27703.52321981424,28313.577188831045,29952.0,27897.22826908541
1999,16029.0,21707.6,23812.444444444445,27453.767764298093,27735.005746452443,29364.0,27469.543869843113
1998,15714.0,22237.0,20305.652173913044,26329.663405088064,27122.404388714735,28789.0,27054.13133640553
1997,15406.0,21187.5,20777.8,26046.61462882096,26572.72215954875,28224.0,26554.975567190228
1996,15104.0,21546.2,22778.796875,25896.25155131265,25917.985582987927,27671.0,26059.458010720668
1995,14808.0,21123.076923076922,22415.339393939394,25309.52398523985,25320.626987060998,27128.0,25533.856673960614
1994,14518.0,15604.05,20473.519756838905,24961.948164146866,24847.968951154864,26596.0,24979.9233201581
1993,14233.0,15149.796703296703,19439.474074074074,24167.67730004623,24454.32314293376,26075.0,24505.28702757916
1992,13954.0,15352.798969072164,19905.375,22145.258278145695,23671.024349286316,25563.0,24104.42176870748
1991,13680.0,15140.052631578947,20210.7374301676,20577.64260393168,22828.669487307117,25062.0,23607.73020134228
1990,13412.0,14597.0756302521,19489.49685534591,20298.427958526994,22481.818007662834,24571.0,23134.677419354837
1989,13149.0,14023.268817204302,19299.929292929293,19901.947285187136,22164.306393244875,24089.0,22712.987473903966
1988,12951.0,13763.372093023256,19611.448979591838,19471.886113886114,22089.233009708736,23725.0,22353.873015873014
1987,12755.0,13514.514285714286,19366.444444444445,19035.851735015774,21719.269430051812,23367.0,22011.60655737705
1986,0.0,13528.846153846154,17753.6,18453.76526717557,21346.978260869564,23014.0,21630.929411764704
1985,12373.0,12981.0,18516.956521739132,18076.450530035334,21080.875,22667.0,21226.627906976744
