0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
16,7,9,0,5,0,17,68,275,286,325,5251,2967,994,351
15,1,0,0,1,0,11,116,15,112,203,4375,1879,469,152
14,2,1,0,3,0,736,191,8,253,381,8751,3747,857,287
13,0,1,0,0,34,1651,352,16,370,539,11285,4732,1462,621
12,1,0,0,0,264,1584,1083,697,494,598,12918,7858,2585,1087
11,1,1,1,1,761,3136,1769,3391,724,281,12276,13769,3623,1701
10,9,0,0,0,1466,3042,1982,4624,314,1045,13156,14791,4790,2588
9,7,0,0,2,1905,3518,2690,6223,292,3043,12434,14487,6541,3011
8,9,0,0,0,3257,9901,12050,13414,794,4250,8042,11973,20726,6388
7,2,1,0,0,567,3178,3457,2591,166,1265,1381,5285,9731,889
6,6,0,6,79,758,4621,6044,10138,595,584,678,6773,16914,1684
5,5,0,0,650,1029,4380,4815,10443,1567,155,20,7511,17149,1945
4,1,0,0,456,535,3846,2773,8807,1988,134,13,6333,14602,1732
3,2,0,1,221,356,2438,2149,6209,1804,128,6,4546,11473,1458
2,3,0,0,134,340,2214,2805,6343,2170,116,0,4945,13537,1646
1,4,0,0,99,159,1787,3504,6769,1945,36,0,4844,14134,1844
0,1,4,0,35,86,1429,4655,5481,2344,2,1,5152,13109,2124
