0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
16,2,9,1,0,2,4,12,589,19,35,47,249,139,57
15,0,17,0,1,1,0,10,321,43,31,58,158,108,25
14,0,53,0,2,1,1,19,484,91,85,159,286,159,29
13,0,117,3,3,12,12,41,971,199,231,236,641,333,57
12,2,64,1,4,6,25,80,1618,359,563,420,1008,390,90
11,1,91,1,18,4,20,106,2041,388,861,462,1529,540,116
10,3,138,0,23,3,54,81,968,811,1232,1911,2303,868,139
9,1,153,2,3,3,134,104,236,1732,819,2686,4058,763,227
8,2,68,2,2,0,149,196,88,2163,1521,3677,5330,981,331
7,2,0,2,4,0,11,167,147,1769,1714,3699,4747,1495,375
6,4,0,0,1,1,6,64,117,1973,1550,4132,5201,1422,299
5,0,2,2,10,2,17,10,139,797,1229,4958,5433,1352,322
4,0,0,1,21,2,33,6,112,420,1255,5502,6976,1669,492
3,1,1,1,4,1,0,4,35,549,1175,7189,6129,1135,589
2,4,4,2,1,0,11,40,43,270,1465,9051,7907,1362,1208
1,3,0,0,1,0,9,91,19,335,613,7653,8088,1379,1330
0,32,0,0,0,0,885,113,6,266,751,9704,8813,1747,1611
