year,<1300cc,1300cc - 1900cc,>1900cc
2004,15453.622715731502,19675.726778336568,20678.15667752443
2003,15163.806546838101,19243.125252525253,20232.60311789542
2002,14823.81078006334,18836.304934037667,19911.65421769225
2001,14473.495286261415,18521.49441011677,19516.911407109113
2000,14151.009596226568,17888.662090215887,19119.44496597043
1999,13857.63194272549,17509.577088329977,18766.607552532736
1998,13659.813256748375,17278.33989197531,18471.81021752145
1997,13322.516454543276,16846.51054930599,18113.1188439606
1996,13167.935727906468,16498.768879041192,17721.134448477198
1995,12913.258761814317,16331.014782317106,17380.352977192713
1994,12616.72536699606,15993.476035425892,17056.572766435664
1993,12332.089190830424,15735.27995397008,16712.30516431925
1992,12098.926809690602,15584.877159793165,16381.774708410068
1991,11881.640427689188,15406.602824858757,16024.423114593536
1990,11647.525190211803,15148.781126905293,15699.39748953975
1989,11411.678403755868,14925.767021276595,15389.734113712375
1988,10474.129117077222,13917.885453267745,14090.209006928406
