year,<1300cc,1300cc - 1900cc,>1900cc
2015,13923.732504905167,14657.36228435455,15157.44255319149
2014,13683.647847869417,14622.482717234758,15114.088607594937
2013,13671.411203978725,15237.376563528638,16378.303225806452
2012,13512.380147510756,14707.593952483801,14257.79054054054
2011,11727.525450754323,12632.235362095531,14727.616858237549
2010,12413.373500260825,14132.675160944205,14615.268482490272
2009,12999.988237787433,14387.68279227668,14880.602424242425
2008,13585.370722717538,15241.847442570832,15336.548973481607
2007,13424.93660680168,15092.08821876756,15285.515460167333
2006,13433.509536019108,15203.592005146795,15394.006924736066
2005,13016.69855039379,14793.19546819887,14807.63468013468
2004,13096.528777238833,14328.108008115527,14127.883545365581
2003,12704.650415015329,13846.202914879697,13566.113992955492
2002,12395.063869755792,13443.18909238215,13175.721236992526
2001,12253.03953078675,13164.750946067354,12887.175644028102
2000,12051.799492137905,12777.595877090625,12456.788075880759
1999,11864.044364225228,12107.522357515605,11457.571582844801
