0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0,0,0,0,0,0,4,0,0,0,0,0,0,0
14,0,0,0,0,0,0,2,0,0,0,0,0,0,0
13,0,2,0,0,0,0,8,0,0,0,0,0,0,0
12,0,1,0,0,0,0,9,0,0,0,0,0,0,0
11,0,0,0,0,0,3,11,0,0,0,0,0,8,0
10,0,0,0,0,0,15,18,0,0,0,0,0,5,0
9,0,0,0,0,0,34,222,0,0,0,0,0,0,0
8,0,0,0,0,0,39,307,0,0,0,0,0,6,40
7,0,0,0,0,0,49,354,0,0,0,0,1,0,237
6,0,0,0,0,0,199,529,0,0,0,0,15,0,383
5,0,0,0,0,0,511,684,0,0,1,0,0,0,361
4,0,0,0,0,0,228,239,0,0,54,0,0,1,43
3,0,0,0,0,0,267,3,0,0,500,0,0,0,181
2,0,0,0,0,0,109,0,0,0,377,0,0,0,137
1,0,0,0,0,0,57,0,0,0,498,0,10,0,95
0,0,0,0,0,0,23,115,0,0,246,0,3,86,77
