0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
16,384,24844,145,4613,7634,34174,1866,9390,14,2502,1059,4210,834,566
15,52,6301,47,4734,2889,15057,1468,5209,6,1363,195,2348,310,257
14,43,6585,540,6390,4749,18592,1772,7645,2,3771,76,2130,398,395
13,60,6657,743,8132,5788,23834,2699,13468,33,6074,57,2769,812,531
12,77,7206,751,7941,6668,31993,4423,19738,181,7953,113,4023,879,747
11,47,8547,887,7888,8911,36682,4423,23805,278,7209,200,5544,1035,1000
10,55,6686,677,7249,10772,41928,4487,28323,116,8181,124,6022,986,1192
9,45,5026,569,6071,8243,35253,2445,20983,76,6964,82,4054,565,836
8,32,2437,138,2357,4725,8551,534,4537,42,1512,50,1004,111,142
7,23,3864,236,5562,7923,8150,585,2418,75,853,16,624,78,100
6,44,3508,284,7219,5697,5460,269,2674,37,324,18,368,52,69
5,38,3383,216,5371,4562,4684,137,1975,32,315,7,265,50,88
4,134,4463,254,7188,3980,4481,155,2058,29,259,7,285,27,75
3,250,6637,71,9347,5160,5135,255,1946,32,299,10,497,40,130
2,240,9835,50,11941,5739,7519,605,2208,34,401,9,675,63,171
1,351,13031,84,13707,6850,9185,1374,3161,20,595,10,975,148,233
0,746,15181,319,12464,6962,9375,1479,3234,68,527,7,1362,115,318
