0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
16,12085,12085,12165,12165,12646,12646,12962,12962,12770,12770,12360,12360,11802,11802
15,12045,12045,12632,12632,12829,12829,13390,13390,13033,13033,12800,12800,12643,12643
14,11933,11933,12404,12404,13341,13341,13727,13727,13222,13222,13114,13114,12920,12920
13,12094,12094,12601,12601,13497,13497,14119,14119,13620,13620,13437,13437,12883,12883
12,12120,12120,12483,12483,13804,13804,14268,14268,13912,13912,13957,13957,13541,13541
11,12915,12915,13280,13280,14316,14316,14820,14820,14355,14355,14082,14082,14167,14167
10,13102,13102,14262,14262,15358,15358,16332,16332,16197,16197,15933,15933,16136,16136
9,11640,11640,12810,12810,14210,14210,15425,15425,15138,15138,14825,14825,14486,14486
8,11944,11944,13188,13188,14560,14560,15737,15737,15627,15627,15192,15192,15074,15074
7,12130,12130,13124,13124,13651,13651,15484,15484,15717,15717,14826,14826,13855,13855
6,11533,11533,11712,11712,12857,12857,16391,16391,15499,15499,14863,14863,13678,13678
5,10157,10157,12358,12358,11807,11807,13721,13721,14342,14342,14566,14566,14173,14173
4,12974,12974,14434,14434,13831,13831,14986,14986,14836,14836,14672,14672,14489,14489
3,12656,12656,13979,13979,13871,13871,15556,15556,17904,17904,16191,16191,13888,13888
2,13171,13171,14319,14319,14281,14281,15718,15718,16073,16073,16579,16579,14406,14406
1,13210,13210,14485,14485,14108,14108,15043,15043,14795,14795,15848,15848,13947,13947
0,13431,13431,14642,14642,14228,14228,15050,15050,15616,15616,15945,15945,14153,14153
