0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
16,,,,,,,,,,,,,,
15,,,,,,,,,,,,,,
14,,,,,,,,,,,,,,
13,,,,,,,,,,,,,,
12,,,,,,,,,,,,,,
11,11401,11401,11476,11476,11997,11997,12619,12619,12431,12431,12531,12531,12233,12233
10,10722,10722,11071,11071,13358,13358,15472,15472,14989,14989,14961,14961,14834,14834
9,11356,11356,11899,11899,13920,13920,15765,15765,15832,15832,15694,15694,15307,15307
8,10903,10903,12157,12157,14215,14215,15765,15765,15759,15759,15873,15873,15419,15419
7,11651,11651,12786,12786,14286,14286,16075,16075,16523,16523,16013,16013,15714,15714
6,11082,11082,12363,12363,14332,14332,15971,15971,16584,16584,16283,16283,16323,16323
5,14248,14248,14841,14841,16952,16952,18556,18556,18791,18791,18157,18157,17023,17023
4,12832,12832,13678,13678,15627,15627,17348,17348,17789,17789,17290,17290,16428,16428
3,13350,13350,14027,14027,16017,16017,17639,17639,17924,17924,17380,17380,16489,16489
2,13798,13798,14447,14447,16284,16284,17804,17804,17943,17943,17348,17348,16463,16463
1,13788,13788,14403,14403,16317,16317,17913,17913,18126,18126,17589,17589,16570,16570
0,14338,14338,14768,14768,16630,16630,18243,18243,18448,18448,17917,17917,17299,17299
