year,<1300cc,1300cc - 1900cc,>1900cc
2006,0,331,274
2005,0,261,43
2004,0,228,0
2003,1,12,0
2002,0,2,1
2001,0,3,0
2000,1,3,0
1999,0,5,1
1998,0,5,0
1997,0,0,0
1996,0,0,0
1995,0,0,0
1994,0,0,0
1993,0,0,0
1992,0,0,0
1991,0,0,0
1990,0,0,0
