year,<1300cc,1300cc - 1900cc,>1900cc
2009,0,261,34
2008,0,904,375
2007,0,628,440
2006,0,391,285
2005,0,313,56
2004,0,262,0
2003,0,29,3
2002,0,12,17
2001,1,11,3
2000,1,13,0
1999,0,6,0
1998,0,11,0
1997,0,0,0
1996,0,1,0
1995,0,0,0
1994,0,0,0
1993,0,0,0
