0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
16,1397,11112,2,20356,6738,24363,1176,8835,23,2909,1586,2678,733,1022
15,147,2457,1,2336,2359,8473,1697,4517,33,1386,722,1645,487,391
14,80,2160,40,4808,2825,12321,2036,7049,51,2332,253,2308,665,519
13,53,2702,584,6639,3738,15506,2344,9366,20,5729,61,2064,738,705
12,76,3162,783,8229,4495,20854,3129,15392,34,11757,31,2361,1296,918
11,96,4015,731,8063,5452,28683,4847,21883,153,16609,65,2958,1294,1186
10,58,5582,857,7129,7834,32705,4492,25378,222,15633,91,3681,1305,1530
9,77,4044,655,6786,9553,38015,4321,29180,58,16319,78,3515,1137,1667
8,64,3417,513,5314,7706,30617,3446,23179,46,12509,65,2922,914,1353
7,45,2465,345,3462,5279,21084,2357,15673,32,8108,45,2097,627,935
6,43,2339,313,3188,4883,19526,2178,14264,30,7246,42,1983,579,876
5,77,4406,563,5579,8830,35245,3931,25589,53,12292,74,3845,1050,1604
4,70,3840,493,4773,7805,31187,3451,22421,47,10096,65,3483,920,1421
3,99,5734,688,6674,10918,43569,4788,31319,66,11017,90,5176,1273,1940
2,108,6346,765,7484,12229,48742,5265,34821,73,10800,100,6261,1383,2164
1,97,5978,729,8087,11678,46340,4924,33027,67,9380,91,6212,1264,2048
0,89,6124,688,7576,10972,44333,4626,31355,64,8947,86,6505,1201,1976
