0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
16,13032,13032,12128,12128,16504,16504,18344,18344,14674,14674,8727,8727,14256,14256
15,11821,11821,12128,12128,16504,16504,18344,18344,14674,14674,8727,8727,14256,14256
14,11821,11821,12128,12128,16504,16504,18344,18344,14674,14674,8727,8727,14256,14256
13,11821,11821,12128,12128,16504,16504,14949,14949,14674,14674,8727,8727,8744,8744
12,11821,11821,12128,12128,16504,16504,13898,13898,9263,9263,14674,14674,13394,13394
11,14782,14782,12128,12128,16504,16504,14876,14876,15384,15384,17046,17046,18276,18276
10,14674,14674,12128,12128,14666,14666,15039,15039,14908,14908,14944,14944,15183,15183
9,14674,14674,12128,12128,14424,14424,15411,15411,14901,14901,14571,14571,16424,16424
8,14674,14674,13124,13124,14314,14314,16828,16828,14314,14314,15074,15074,16236,16236
7,7119,7119,12174,12174,14564,14564,17457,17457,15488,15488,20735,20735,18506,18506
6,10483,10483,10819,10819,15501,15501,20639,20639,12749,12749,11716,11716,16725,16725
5,14536,14536,13988,13988,13904,13904,20807,20807,15240,15240,15253,15253,19571,19571
4,16739,16739,8164,8164,14989,14989,14034,14034,16763,16763,14885,14885,19452,19452
3,14784,14784,8164,8164,14539,14539,15286,15286,15621,15621,14701,14701,15447,15447
2,14651,14651,14674,14674,14502,14502,14991,14991,15106,15106,14482,14482,15162,15162
1,14631,14631,14674,14674,14626,14626,14688,14688,14795,14795,14672,14672,14689,14689
0,14795,14795,14674,14674,14759,14759,14801,14801,14814,14814,14753,14753,14788,14788
