0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
16,11711,11711,19919,19919,12927,12927,12754,12754,13551,13551,14392,14392,13410,13410
15,12265,12265,29129,29129,17279,17279,14532,14532,14878,14878,15949,15949,14520,14520
14,13569,13569,0,0,14065,14065,13038,13038,15806,15806,16406,16406,14807,14807
13,25782,25782,0,0,15515,15515,15002,15002,16511,16511,17002,17002,15816,15816
12,20668,20668,0,0,16269,16269,15185,15185,16855,16855,17761,17761,16399,16399
11,0,0,13569,13569,17459,17459,16125,16125,16732,16732,18356,18356,17394,17394
10,22163,22163,21942,21942,20596,20596,20580,20580,20084,20084,21449,21449,20536,20536
9,22138,22138,16261,16261,20732,20732,21133,21133,20477,20477,21722,21722,20749,20749
8,20314,20314,20150,20150,21404,21404,21380,21380,21522,21522,22279,22279,21300,21300
7,19683,19683,14280,14280,21721,21721,21340,21340,22687,22687,22834,22834,21768,21768
6,21625,21625,20974,20974,20911,20911,20714,20714,22158,22158,23127,23127,22379,22379
5,21734,21734,14869,14869,21097,21097,20763,20763,24707,24707,25078,25078,22923,22923
4,20453,20453,19645,19645,20326,20326,21586,21586,22809,22809,25193,25193,22544,22544
3,23144,23144,22857,22857,22836,22836,23344,23344,23705,23705,26253,26253,24608,24608
2,21308,21308,23071,23071,23532,23532,23342,23342,23776,23776,26554,26554,24544,24544
1,25228,25228,23186,23186,23329,23329,23043,23043,22916,22916,26119,26119,24266,24266
0,27180,27180,23783,23783,24035,24035,24079,24079,23564,23564,26702,26702,24879,24879
