year,<1300cc,1300cc - 1900cc,>1900cc
2018,13725.0,13695.339594476925,13704.638922888616
2017,13494.0,13592.407730426165,13551.169869331283
2016,0.0,13883.236293436294,13700.245833333332
2015,0.0,14036.520400307929,14074.964912280702
2014,0.0,13415.364285714286,18159.147826086955
2013,0.0,14380.695137976347,18687.88157894737
2012,0.0,13730.28947368421,16173.9
2011,0.0,13225.041584158416,16086.0
2010,0.0,13107.863436123347,15022.0
2009,0.0,14367.332627118643,15341.0
2008,0.0,13922.980099502487,15075.0
2007,13540.0,13988.161410018552,14958.395939086295
2006,0.0,13594.947169811321,15980.153846153846
2005,0.0,12475.0,13251.0
2004,0.0,13939.0,0.0
2003,0.0,18184.0,0.0
2002,9973.0,0.0,0.0
