year,<1300cc,1300cc - 1900cc,>1900cc
2016,15427.0,15410.0,0.0
2015,15275.0,15342.0,0.0
2014,0.0,16102.666666666666,15433.0
2013,0.0,16493.25,15987.0
2012,0.0,21457.59493670886,0.0
2011,0.0,23029.63076923077,17986.0
2010,0.0,19261.32089552239,18198.655844155845
2009,0.0,17607.879120879123,17975.549295774646
2008,0.0,15374.236883942765,18300.0
2007,0.0,15505.668742216687,16480.0
2006,0.0,17535.58495821727,18515.0
2005,0.0,12583.031094527363,18231.0
2004,0.0,15330.66368286445,9000.761904761905
2003,0.0,13893.019332161688,8791.385786802031
2002,0.0,15019.926243567754,8642.509615384615
2001,0.0,14912.626623376624,8625.0
2000,0.0,14978.471231300346,8682.809523809523
